comparison,P(greater),P(less),diff_mean,diff_median,diff_sd,HDI_2.5%,HDI_97.5%
EC > EO+,0.99325,0.006750000000000034,0.42733976179103894,0.4238720864283341,0.17099934069412387,0.10111594869481479,0.7805697994572255
EC > EO-,0.99975,0.00024999999999997247,0.6155635351690723,0.6033449699540927,0.19920571408338195,0.23526940311207886,1.0255977031651617
EO+ > EO-,0.8105,0.1895,0.1882237733780332,0.18134715408983176,0.2161044554114432,-0.2186395795405154,0.6355604165744887
