group,mean,median,sd,HDI_2.5%,HDI_97.5%,P(β > 0),P(β > 0.5),P(β > 1.0)
EC,1.0805788426479963,1.085156464894579,0.10615515533094069,0.8615912918051442,1.272613122395346,1.0,1.0,0.78425
EO+,0.6532390808569571,0.6638068051824818,0.13201942877977202,0.3634099194899483,0.8813316259466666,1.0,0.87825,0.0015
EO-,0.4650153074789239,0.4780649204698645,0.17039593900121597,0.101395066360852,0.7697585905881926,0.99375,0.4505,0.0
