model,RMSE,MAE,R2,correlation,late_residual_mean,late_residual_std,n_predictions
M1-Coupling,2.7690491832772834,2.0404234844462703,0.023081850531768144,0.3922889823294612,-0.7087766568614358,1.851060266201224,7200
M2-Dissociation,2.7659070365649767,2.0527976960944163,0.025297685889255517,0.41486339060033633,-0.7260240617515819,1.851927363064638,7200
M3-DD,2.7660750675954695,2.0526419394378213,0.025179254425733655,0.4145923868152861,-0.7253984804550432,1.851978964957978,7200
