subject,group,trial,error
EC_018,EC,100,-0.3704166662
EC_019,EC,1,8.4402083227
EC_019,EC,2,6.0324999924
EC_019,EC,3,6.8262499914
EC_019,EC,4,6.5616666584
EC_019,EC,5,4.7095833274
EC_019,EC,6,3.2543749959
EC_019,EC,7,1.2170833318
EC_019,EC,8,0.3968749995
EC_019,EC,9,1.058333332
EC_019,EC,10,2.5135416635000003
EC_019,EC,11,-2.3283333304
EC_019,EC,12,-0.264583333
EC_019,EC,13,3.8629166618
EC_019,EC,14,0.9789583321
EC_019,EC,15,0.793749999
EC_019,EC,16,1.9843749975
EC_019,EC,17,-0.6879166658
EC_019,EC,18,-3.2279166626
EC_019,EC,19,2.1431249973
EC_019,EC,20,1.4552083315
EC_019,EC,21,2.7516666632
EC_019,EC,22,0.5027083327
EC_019,EC,23,0.6085416659
EC_019,EC,24,0.0529166666
EC_019,EC,25,-3.0956249961
EC_019,EC,26,-0.8466666656
EC_019,EC,27,2.8839583297
EC_019,EC,28,0.9524999988
EC_019,EC,29,0.3439583329
EC_019,EC,30,-3.3602083291
EC_019,EC,31,1.4552083315
EC_019,EC,32,2.3812499970000003
EC_019,EC,33,-1.2170833318
EC_019,EC,34,1.4816666648
EC_019,EC,35,0.1322916665
EC_019,EC,36,3.2808333292
EC_019,EC,37,1.5081249981
EC_019,EC,38,-1.3758333316
EC_019,EC,39,1.058333332
EC_019,EC,40,-1.7462499978
EC_019,EC,41,-2.7781249965000003
EC_019,EC,42,-2.7516666632
EC_019,EC,43,-1.587499998
EC_019,EC,44,2.9633333296
EC_019,EC,45,-1.6404166646
EC_019,EC,46,1.0054166654
EC_019,EC,47,0.9260416655
EC_019,EC,48,3.6247916621
EC_019,EC,49,-0.3439583329
EC_019,EC,50,2.4341666636
EC_019,EC,51,-0.5291666660000001
EC_019,EC,52,-1.7197916645
EC_019,EC,53,0.264583333
EC_019,EC,54,-0.3174999996
EC_019,EC,55,-0.3968749995
EC_019,EC,56,2.7252083299
EC_019,EC,57,0.7408333324
EC_019,EC,58,-1.0847916653
EC_019,EC,59,2.0372916641
EC_019,EC,60,-2.9368749963000003
EC_019,EC,61,1.2964583317
EC_019,EC,62,-2.4077083303
EC_019,EC,63,3.9158333284
EC_019,EC,64,2.5135416635000003
EC_019,EC,65,0.0529166666
EC_019,EC,66,0.9524999988
EC_019,EC,67,1.9843749975
EC_019,EC,68,0.0
EC_019,EC,69,0.9789583321
EC_019,EC,70,0.0529166666
EC_019,EC,71,2.2489583305000003
EC_019,EC,72,-1.1641666652
EC_019,EC,73,-0.3968749995
EC_019,EC,74,0.8995833322000001
EC_019,EC,75,-2.0108333308
EC_019,EC,76,1.5345833314
EC_019,EC,77,1.3229166650000002
EC_019,EC,78,0.3968749995
EC_019,EC,79,1.2435416651
EC_019,EC,80,-0.3704166662
EC_019,EC,81,0.8466666656
EC_019,EC,82,-3.2279166626
EC_019,EC,83,-0.0793749999
EC_019,EC,84,1.0054166654
EC_019,EC,85,0.4762499994
EC_019,EC,86,3.2543749959
EC_019,EC,87,2.3283333304
EC_019,EC,88,0.1852083331
EC_019,EC,89,-0.1058333332
EC_019,EC,90,0.0264583333
EC_019,EC,91,1.2435416651
EC_019,EC,92,-2.2224999972
EC_019,EC,93,0.264583333
EC_019,EC,94,1.4816666648
EC_019,EC,95,0.5556249993
EC_019,EC,96,2.5135416635000003
EC_019,EC,97,0.7408333324
EC_019,EC,98,-0.5291666660000001
EC_019,EC,99,-1.2964583317
EC_019,EC,100,-0.9789583321
EC_020,EC,1,9.8954166542
EC_020,EC,2,7.93749999
EC_020,EC,3,6.8527083247
EC_020,EC,4,1.0318749987
EC_020,EC,5,4.762499994000001
EC_020,EC,6,-0.0529166666
EC_020,EC,7,-0.5556249993
EC_020,EC,8,-3.0691666628000003
EC_020,EC,9,2.8574999964
EC_020,EC,10,-2.5929166634
EC_020,EC,11,-0.2116666664
EC_020,EC,12,1.0847916653
EC_020,EC,13,1.1906249985
EC_020,EC,14,-0.8466666656
EC_020,EC,15,0.3968749995
EC_020,EC,16,0.3968749995
EC_020,EC,17,-1.3493749983
EC_020,EC,18,-0.3968749995
EC_020,EC,19,0.9789583321
EC_020,EC,20,0.1058333332
EC_020,EC,21,3.2543749959
EC_020,EC,22,4.2333333280000005
EC_020,EC,23,-0.4233333328
EC_020,EC,24,1.4287499982
EC_020,EC,25,0.793749999
EC_020,EC,26,2.0902083307
EC_020,EC,27,-1.2435416651
EC_020,EC,28,0.5820833326
EC_020,EC,29,-1.7727083311
EC_020,EC,30,3.6247916621
EC_020,EC,31,0.3968749995
EC_020,EC,32,0.7672916657000001
EC_020,EC,33,2.0902083307
EC_020,EC,34,0.5556249993
EC_020,EC,35,-1.0054166654
EC_020,EC,36,0.5556249993
EC_020,EC,37,2.910416663
EC_020,EC,38,1.2170833318
EC_020,EC,39,-1.0054166654
EC_020,EC,40,1.0318749987
EC_020,EC,41,1.852083331
EC_020,EC,42,-0.7143749991
EC_020,EC,43,0.8731249989000001
EC_020,EC,44,-0.3704166662
EC_020,EC,45,-0.1058333332
EC_020,EC,46,1.9049999976
EC_020,EC,47,-0.5556249993
EC_020,EC,48,2.6193749967
EC_020,EC,49,0.3968749995
EC_020,EC,50,0.8995833322000001
EC_020,EC,51,3.174999996
EC_020,EC,52,-1.0318749987
EC_020,EC,53,0.7672916657000001
EC_020,EC,54,2.910416663
EC_020,EC,55,3.1220833294
EC_020,EC,56,0.793749999
EC_020,EC,57,2.8839583297
EC_020,EC,58,-2.0372916641
EC_020,EC,59,0.1852083331
EC_020,EC,60,2.1960416639
EC_020,EC,61,0.0264583333
EC_020,EC,62,0.7408333324
EC_020,EC,63,-1.1641666652
EC_020,EC,64,3.5718749955
EC_020,EC,65,1.0318749987
EC_020,EC,66,4.0216666616
EC_020,EC,67,2.4077083303
EC_020,EC,68,0.1058333332
EC_020,EC,69,0.4497916661
EC_020,EC,70,0.9260416655
EC_020,EC,71,-0.6879166658
EC_020,EC,72,-1.2170833318
EC_020,EC,73,2.6458333300000003
EC_020,EC,74,-1.1906249985
EC_020,EC,75,-0.793749999
EC_020,EC,76,1.3758333316
EC_020,EC,77,2.6193749967
EC_020,EC,78,1.9049999976
EC_020,EC,79,1.7727083311
EC_020,EC,80,1.6139583313
EC_020,EC,81,1.0847916653
EC_020,EC,82,0.9260416655
EC_020,EC,83,2.8310416631
EC_020,EC,84,-2.4606249969
EC_020,EC,85,0.6879166658
EC_020,EC,86,2.9633333296
EC_020,EC,87,1.1377083319
EC_020,EC,88,-0.0529166666
EC_020,EC,89,1.2964583317
EC_020,EC,90,2.8574999964
EC_020,EC,91,1.3758333316
EC_020,EC,92,-0.1852083331
EC_020,EC,93,-1.0054166654
EC_020,EC,94,0.264583333
EC_020,EC,95,1.0054166654
EC_020,EC,96,1.1377083319
EC_020,EC,97,0.8466666656
EC_020,EC,98,1.7727083311
EC_020,EC,99,0.8731249989000001
EC_020,EC,100,2.1431249973
EC_021,EC,1,10.6627083199
EC_021,EC,2,9.6572916545
EC_021,EC,3,19.4733333088
EC_021,EC,4,8.9164583221
EC_021,EC,5,3.7835416619
EC_021,EC,6,9.2339583217
EC_021,EC,7,4.471458327700001
EC_021,EC,8,8.995833322000001
EC_021,EC,9,4.1804166614
EC_021,EC,10,-1.3493749983
EC_021,EC,11,1.4022916649
EC_021,EC,12,11.1918749859
EC_021,EC,13,4.2597916613
EC_021,EC,14,1.5345833314
EC_021,EC,15,1.5610416647
EC_021,EC,16,2.8839583297
EC_021,EC,17,3.4660416623000003
EC_021,EC,18,3.3602083291
EC_021,EC,19,2.4077083303
EC_021,EC,20,-2.3812499970000003
EC_021,EC,21,0.3174999996
EC_021,EC,22,-0.6085416659
EC_021,EC,23,-1.058333332
EC_021,EC,24,2.8310416631
EC_021,EC,25,3.3337499958000003
EC_021,EC,26,2.1695833306
EC_021,EC,27,3.7570833286
EC_021,EC,28,3.6777083287
EC_021,EC,29,2.3812499970000003
EC_021,EC,30,0.793749999
EC_021,EC,31,2.4870833302
EC_021,EC,32,-1.6139583313
EC_021,EC,33,1.852083331
EC_021,EC,34,-1.2170833318
EC_021,EC,35,1.9843749975
EC_021,EC,36,2.3283333304
EC_021,EC,37,4.5772916609
EC_021,EC,38,-0.5820833326
EC_021,EC,39,-0.7408333324
EC_021,EC,40,-0.6614583325000001
EC_021,EC,41,1.2170833318
EC_021,EC,42,2.0108333308
EC_021,EC,43,1.6139583313
EC_021,EC,44,0.7672916657000001
EC_021,EC,45,1.3758333316
EC_021,EC,46,0.9789583321
EC_021,EC,47,2.3547916637
EC_021,EC,48,1.9049999976
EC_021,EC,49,-0.5820833326
EC_021,EC,50,2.4341666636
EC_021,EC,51,-0.5556249993
EC_021,EC,52,0.2116666664
EC_021,EC,53,-0.793749999
EC_021,EC,54,1.7197916645
EC_021,EC,55,0.5556249993
EC_021,EC,56,1.7991666644000002
EC_021,EC,57,1.3493749983
EC_021,EC,58,0.6879166658
EC_021,EC,59,-0.8995833322000001
EC_021,EC,60,2.8574999964
EC_021,EC,61,2.910416663
EC_021,EC,62,-0.4762499994
EC_021,EC,63,-0.0793749999
EC_021,EC,64,2.4341666636
EC_021,EC,65,1.3493749983
EC_021,EC,66,1.9049999976
EC_021,EC,67,2.4341666636
EC_021,EC,68,0.3968749995
EC_021,EC,69,1.0054166654
EC_021,EC,70,-0.2381249997
EC_021,EC,71,1.2964583317
EC_021,EC,72,0.7408333324
EC_021,EC,73,0.4233333328
EC_021,EC,74,3.1485416627
EC_021,EC,75,1.4816666648
EC_021,EC,76,2.0637499974
EC_021,EC,77,0.6085416659
EC_021,EC,78,0.3704166662
EC_021,EC,79,0.5027083327
EC_021,EC,80,2.1960416639
EC_021,EC,81,1.3758333316
EC_021,EC,82,1.4816666648
EC_021,EC,83,-0.4497916661
EC_021,EC,84,1.2964583317
EC_021,EC,85,2.6722916633
EC_021,EC,86,-0.1322916665
EC_021,EC,87,0.1322916665
EC_021,EC,88,2.5664583301
EC_021,EC,89,0.7143749991
EC_021,EC,90,0.2910416663
EC_021,EC,91,-0.5027083327
EC_021,EC,92,1.7727083311
EC_021,EC,93,-0.1587499998
EC_021,EC,94,2.2224999972
EC_021,EC,95,1.0054166654
EC_021,EC,96,0.4497916661
EC_021,EC,97,-0.3174999996
EC_021,EC,98,0.3704166662
EC_021,EC,99,-1.4022916649
EC_021,EC,100,1.1641666652
EC_022,EC,1,11.4035416523
EC_022,EC,2,11.8004166518
EC_022,EC,3,11.2712499858
EC_022,EC,4,8.1491666564
EC_022,EC,5,1.6404166646
EC_022,EC,6,0.3968749995
EC_022,EC,7,6.0589583257
EC_022,EC,8,6.7468749915
EC_022,EC,9,4.3391666612
EC_022,EC,10,5.9002083259
EC_022,EC,11,4.5243749943000005
EC_022,EC,12,3.0427083295
EC_022,EC,13,3.2808333292
EC_022,EC,14,-0.5291666660000001
EC_022,EC,15,-0.0264583333
EC_022,EC,16,2.3812499970000003
EC_022,EC,17,2.9897916629
EC_022,EC,18,0.0264583333
EC_022,EC,19,3.5189583289
EC_022,EC,20,4.8154166606
EC_022,EC,21,2.2224999972
EC_022,EC,22,2.9897916629
EC_022,EC,23,3.0162499962
EC_022,EC,24,1.7462499978
EC_022,EC,25,4.9477083271
EC_022,EC,26,1.1377083319
EC_022,EC,27,1.9314583309
EC_022,EC,28,2.4606249969
EC_022,EC,29,3.9952083283
EC_022,EC,30,4.4979166610000005
EC_022,EC,31,-0.2116666664
EC_022,EC,32,0.3704166662
EC_022,EC,33,0.6349999992
EC_022,EC,34,3.4924999956
EC_022,EC,35,3.8099999952
EC_022,EC,36,2.8839583297
EC_022,EC,37,2.7252083299
EC_022,EC,38,2.4341666636
EC_022,EC,39,1.7727083311
EC_022,EC,40,2.6987499966
EC_022,EC,41,2.1431249973
EC_022,EC,42,1.6668749979000002
EC_022,EC,43,0.9789583321
EC_022,EC,44,2.8574999964
EC_022,EC,45,2.6722916633
EC_022,EC,46,3.0956249961
EC_022,EC,47,2.6987499966
EC_022,EC,48,2.0637499974
EC_022,EC,49,4.1274999948
EC_022,EC,50,4.206874994700001
EC_022,EC,51,0.9789583321
EC_022,EC,52,1.7462499978
EC_022,EC,53,3.2014583293000003
EC_022,EC,54,0.9789583321
EC_022,EC,55,3.8364583285
EC_022,EC,56,4.1804166614
EC_022,EC,57,1.0847916653
EC_022,EC,58,2.4606249969
EC_022,EC,59,4.4979166610000005
EC_022,EC,60,2.2224999972
EC_022,EC,61,1.0054166654
EC_022,EC,62,1.7991666644000002
EC_022,EC,63,2.0372916641
EC_022,EC,64,2.6987499966
EC_022,EC,65,4.206874994700001
EC_022,EC,66,3.8893749951
EC_022,EC,67,2.2224999972
EC_022,EC,68,2.3812499970000003
EC_022,EC,69,2.3018749971
EC_022,EC,70,1.6404166646
EC_022,EC,71,3.5189583289
EC_022,EC,72,0.2910416663
EC_022,EC,73,3.8364583285
EC_022,EC,74,3.0162499962
EC_022,EC,75,0.7408333324
EC_022,EC,76,2.1431249973
EC_022,EC,77,2.1695833306
EC_022,EC,78,3.5454166622
EC_022,EC,79,3.2014583293000003
EC_022,EC,80,0.1322916665
EC_022,EC,81,2.9368749963000003
EC_022,EC,82,3.6247916621
EC_022,EC,83,1.587499998
EC_022,EC,84,2.6722916633
EC_022,EC,85,2.3018749971
EC_022,EC,86,2.5135416635000003
EC_022,EC,87,2.5929166634
EC_022,EC,88,2.2489583305000003
EC_022,EC,89,0.8466666656
EC_022,EC,90,3.0956249961
EC_022,EC,91,0.3968749995
EC_022,EC,92,1.4816666648
EC_022,EC,93,2.2224999972
EC_022,EC,94,2.4077083303
EC_022,EC,95,2.8574999964
EC_022,EC,96,2.6193749967
EC_022,EC,97,-0.8466666656
EC_022,EC,98,3.8893749951
EC_022,EC,99,2.3283333304
EC_022,EC,100,2.3283333304
EC_023,EC,1,11.0860416527
EC_023,EC,2,6.0324999924
EC_023,EC,3,4.2862499946
EC_023,EC,4,-7.752291656900001
EC_023,EC,5,10.5568749867
EC_023,EC,6,-1.3229166650000002
EC_023,EC,7,1.0318749987
EC_023,EC,8,0.1322916665
EC_023,EC,9,-1.6404166646
EC_023,EC,10,-1.9843749975
EC_023,EC,11,-7.5670833238
EC_023,EC,12,4.1804166614
EC_023,EC,13,-0.2381249997
EC_023,EC,14,2.1695833306
EC_023,EC,15,-2.7252083299
EC_023,EC,16,0.3968749995
EC_023,EC,17,3.0427083295
EC_023,EC,18,4.5243749943000005
EC_023,EC,19,0.8995833322000001
EC_023,EC,20,0.8202083323
EC_023,EC,21,-2.1960416639
EC_023,EC,22,1.852083331
EC_023,EC,23,-1.8256249977
EC_023,EC,24,-0.0264583333
EC_023,EC,25,2.1960416639
EC_023,EC,26,-1.9579166642
EC_023,EC,27,0.3439583329
EC_023,EC,28,1.1641666652
EC_023,EC,29,1.9843749975
EC_023,EC,30,1.0847916653
EC_023,EC,31,0.6085416659
EC_023,EC,32,-0.2381249997
EC_023,EC,33,-0.1058333332
EC_023,EC,34,-0.8995833322000001
EC_023,EC,35,1.1377083319
EC_023,EC,36,2.3547916637
EC_023,EC,37,2.0372916641
EC_023,EC,38,-0.2910416663
EC_023,EC,39,1.7727083311
EC_023,EC,40,-0.2910416663
EC_023,EC,41,2.4341666636
EC_023,EC,42,3.5454166622
EC_023,EC,43,-0.4497916661
EC_023,EC,44,-0.5291666660000001
EC_023,EC,45,1.2699999984
EC_023,EC,46,0.1587499998
EC_023,EC,47,-0.0793749999
EC_023,EC,48,2.4077083303
EC_023,EC,49,-2.2754166638
EC_023,EC,50,1.3493749983
EC_023,EC,51,0.5291666660000001
EC_023,EC,52,0.7408333324
EC_023,EC,53,0.6085416659
EC_023,EC,54,1.2699999984
EC_023,EC,55,-0.0264583333
EC_023,EC,56,1.587499998
EC_023,EC,57,0.793749999
EC_023,EC,58,0.6879166658
EC_023,EC,59,0.2381249997
EC_023,EC,60,3.0162499962
EC_023,EC,61,-0.5291666660000001
EC_023,EC,62,0.1587499998
EC_023,EC,63,-1.2699999984
EC_023,EC,64,0.5556249993
EC_023,EC,65,1.0318749987
EC_023,EC,66,-2.0637499974
EC_023,EC,67,1.9843749975
EC_023,EC,68,-1.2170833318
EC_023,EC,69,0.0529166666
EC_023,EC,70,0.4233333328
EC_023,EC,71,1.0847916653
EC_023,EC,72,0.793749999
EC_023,EC,73,-2.1960416639
EC_023,EC,74,1.7727083311
EC_023,EC,75,-2.0637499974
EC_023,EC,76,0.6085416659
EC_023,EC,77,0.8731249989000001
EC_023,EC,78,0.0529166666
EC_023,EC,79,-0.0793749999
EC_023,EC,80,2.6193749967
EC_023,EC,81,1.3229166650000002
EC_023,EC,82,0.5291666660000001
EC_023,EC,83,-0.7143749991
EC_023,EC,84,0.8466666656
EC_023,EC,85,2.2224999972
EC_023,EC,86,0.1852083331
EC_023,EC,87,1.5081249981
EC_023,EC,88,-0.1852083331
EC_023,EC,89,0.8731249989000001
EC_023,EC,90,0.9260416655
EC_023,EC,91,2.1960416639
EC_023,EC,92,2.1431249973
EC_023,EC,93,0.5820833326
EC_023,EC,94,1.1377083319
EC_023,EC,95,-0.7408333324
EC_023,EC,96,1.3758333316
EC_023,EC,97,-0.2910416663
EC_023,EC,98,1.1377083319
EC_023,EC,99,-1.3493749983
EC_023,EC,100,1.2170833318
EC_024,EC,1,8.995833322000001
EC_024,EC,2,0.8202083323
EC_024,EC,3,9.1281249885
EC_024,EC,4,10.6891666532
EC_024,EC,5,7.8581249901
EC_024,EC,6,6.7468749915
EC_024,EC,7,8.942916655400001
EC_024,EC,8,6.2706249921
EC_024,EC,9,5.820833326
EC_024,EC,10,8.5460416559
EC_024,EC,11,3.7306249953
EC_024,EC,12,9.0752083219
EC_024,EC,13,0.1058333332
EC_024,EC,14,0.1322916665
EC_024,EC,15,3.174999996
EC_024,EC,16,-1.3758333316
EC_024,EC,17,-0.793749999
EC_024,EC,18,0.7143749991
EC_024,EC,19,3.968749995
EC_024,EC,20,12.6735416507
EC_024,EC,21,-3.3866666624
EC_024,EC,22,4.1274999948
EC_024,EC,23,2.1166666640000003
EC_024,EC,24,-0.3704166662
EC_024,EC,25,4.7095833274
EC_024,EC,26,-0.5556249993
EC_024,EC,27,0.1587499998
EC_024,EC,28,0.0
EC_024,EC,29,1.1906249985
EC_024,EC,30,-2.1960416639
EC_024,EC,31,2.1960416639
EC_024,EC,32,-0.3174999996
EC_024,EC,33,2.9368749963000003
EC_024,EC,34,-0.2910416663
EC_024,EC,35,3.0162499962
EC_024,EC,36,-0.2910416663
EC_024,EC,37,2.7252083299
EC_024,EC,38,-3.0691666628000003
EC_024,EC,39,0.6349999992
EC_024,EC,40,-1.2964583317
EC_024,EC,41,-1.9049999976
EC_024,EC,42,3.968749995
EC_024,EC,43,5.027083327000001
EC_024,EC,44,-2.8045833298
EC_024,EC,45,6.3235416587
EC_024,EC,46,-2.8839583297
EC_024,EC,47,1.587499998
EC_024,EC,48,2.7252083299
EC_024,EC,49,0.6879166658
EC_024,EC,50,3.0427083295
EC_024,EC,51,0.2381249997
EC_024,EC,52,-1.4816666648
EC_024,EC,53,-2.0372916641
EC_024,EC,54,-0.7143749991
EC_024,EC,55,3.2543749959
EC_024,EC,56,1.7991666644000002
EC_024,EC,57,-1.058333332
EC_024,EC,58,0.3439583329
EC_024,EC,59,-4.0745833282
EC_024,EC,60,1.1641666652
EC_024,EC,61,4.8418749939
EC_024,EC,62,-2.4077083303
EC_024,EC,63,3.8893749951
EC_024,EC,64,1.9314583309
EC_024,EC,65,4.0481249949
EC_024,EC,66,1.0054166654
EC_024,EC,67,4.2597916613
EC_024,EC,68,1.587499998
EC_024,EC,69,-2.0372916641
EC_024,EC,70,-0.0793749999
EC_024,EC,71,-0.7143749991
EC_024,EC,72,-0.0529166666
EC_024,EC,73,2.5664583301
EC_024,EC,74,1.8785416643
EC_024,EC,75,3.2014583293000003
EC_024,EC,76,-1.7727083311
EC_024,EC,77,2.1166666640000003
EC_024,EC,78,-0.7143749991
EC_024,EC,79,0.5027083327
EC_024,EC,80,-1.2699999984
EC_024,EC,81,-1.9314583309
EC_024,EC,82,-2.6722916633
EC_024,EC,83,2.2224999972
EC_024,EC,84,-0.8466666656
EC_024,EC,85,2.5399999968
EC_024,EC,86,1.5345833314
EC_024,EC,87,2.5929166634
EC_024,EC,88,-2.6458333300000003
EC_024,EC,89,-1.5610416647
EC_024,EC,90,1.9843749975
EC_024,EC,91,-4.6302083275
EC_024,EC,92,1.9049999976
EC_024,EC,93,-2.0108333308
EC_024,EC,94,3.5983333288000003
EC_024,EC,95,0.6614583325000001
EC_024,EC,96,2.5929166634
EC_024,EC,97,4.0745833282
EC_024,EC,98,3.704166662
EC_024,EC,99,-1.6404166646
EC_024,EC,100,1.0054166654
EC_025,EC,1,5.8737499926000005
EC_025,EC,2,5.4504166598
EC_025,EC,3,7.0114583245
EC_025,EC,4,-0.3174999996
EC_025,EC,5,-1.8785416643
EC_025,EC,6,0.6614583325000001
EC_025,EC,7,7.196666657600001
EC_025,EC,8,-0.7143749991
EC_025,EC,9,0.1058333332
EC_025,EC,10,1.4552083315
EC_025,EC,11,0.7408333324
EC_025,EC,12,3.439583329
EC_025,EC,13,0.8466666656
EC_025,EC,14,-0.1852083331
EC_025,EC,15,-1.6404166646
EC_025,EC,16,-1.7727083311
EC_025,EC,17,1.2699999984
EC_025,EC,18,-1.4552083315
EC_025,EC,19,2.2754166638
EC_025,EC,20,2.8574999964
EC_025,EC,21,-2.6722916633
EC_025,EC,22,2.1960416639
EC_025,EC,23,-1.6668749979000002
EC_025,EC,24,-1.0318749987
EC_025,EC,25,2.0637499974
EC_025,EC,26,-0.1322916665
EC_025,EC,27,-0.1852083331
EC_025,EC,28,1.3229166650000002
EC_025,EC,29,4.1274999948
EC_025,EC,30,-0.7408333324
EC_025,EC,31,1.5345833314
EC_025,EC,32,0.1587499998
EC_025,EC,33,3.7570833286
EC_025,EC,34,-0.8466666656
EC_025,EC,35,-0.1322916665
EC_025,EC,36,-0.5556249993
EC_025,EC,37,4.0481249949
EC_025,EC,38,2.4870833302
EC_025,EC,39,2.3283333304
EC_025,EC,40,0.8466666656
EC_025,EC,41,0.6614583325000001
EC_025,EC,42,0.0
EC_025,EC,43,1.3758333316
EC_025,EC,44,0.3439583329
EC_025,EC,45,3.1485416627
EC_025,EC,46,1.5081249981
EC_025,EC,47,-1.2699999984
EC_025,EC,48,3.6512499954
EC_025,EC,49,3.0162499962
EC_025,EC,50,3.4660416623000003
EC_025,EC,51,0.1322916665
EC_025,EC,52,1.2435416651
EC_025,EC,53,0.1322916665
EC_025,EC,54,1.7197916645
EC_025,EC,55,2.3812499970000003
EC_025,EC,56,1.0318749987
EC_025,EC,57,0.7672916657000001
EC_025,EC,58,-1.5345833314
EC_025,EC,59,-0.5556249993
EC_025,EC,60,0.8995833322000001
EC_025,EC,61,-2.4870833302
EC_025,EC,62,1.4287499982
EC_025,EC,63,3.5454166622
EC_025,EC,64,0.3704166662
EC_025,EC,65,3.9422916617
EC_025,EC,66,-0.1058333332
EC_025,EC,67,0.264583333
EC_025,EC,68,0.8995833322000001
EC_025,EC,69,-0.5291666660000001
EC_025,EC,70,0.0264583333
EC_025,EC,71,1.9314583309
EC_025,EC,72,-1.4287499982
EC_025,EC,73,1.5345833314
EC_025,EC,74,0.0
EC_025,EC,75,1.1377083319
EC_025,EC,76,1.1112499986
EC_025,EC,77,0.793749999
EC_025,EC,78,-0.5291666660000001
EC_025,EC,79,-1.7727083311
EC_025,EC,80,0.8466666656
EC_025,EC,81,-0.3968749995
EC_025,EC,82,1.8256249977
EC_025,EC,83,-0.5556249993
EC_025,EC,84,0.1587499998
EC_025,EC,85,-1.587499998
EC_025,EC,86,1.7197916645
EC_025,EC,87,0.3704166662
EC_025,EC,88,-1.2170833318
EC_025,EC,89,0.5820833326
EC_025,EC,90,-1.2435416651
EC_025,EC,91,-0.3439583329
EC_025,EC,92,1.587499998
EC_025,EC,93,0.9524999988
EC_025,EC,94,0.0
EC_025,EC,95,3.968749995
EC_025,EC,96,1.2964583317
EC_025,EC,97,-0.264583333
EC_025,EC,98,-0.8202083323
EC_025,EC,99,3.9952083283
EC_025,EC,100,1.4552083315
EC_026,EC,1,14.287499982
EC_026,EC,2,9.8689583209
EC_026,EC,3,3.0427083295
EC_026,EC,4,5.9002083259
EC_026,EC,5,-0.3704166662
EC_026,EC,6,0.5291666660000001
EC_026,EC,7,5.027083327000001
EC_026,EC,8,11.9327083183
EC_026,EC,9,6.7733333248
EC_026,EC,10,1.1377083319
EC_026,EC,11,4.9741666604
EC_026,EC,12,4.471458327700001
EC_026,EC,13,-0.3704166662
EC_026,EC,14,3.7570833286
EC_026,EC,15,1.2435416651
EC_026,EC,16,-1.1641666652
EC_026,EC,17,1.6404166646
EC_026,EC,18,3.0691666628000003
EC_026,EC,19,1.0054166654
EC_026,EC,20,2.4341666636
EC_026,EC,21,0.6349999992
EC_026,EC,22,3.5983333288000003
EC_026,EC,23,1.6404166646
EC_026,EC,24,0.4233333328
EC_026,EC,25,4.6831249941
EC_026,EC,26,1.5345833314
EC_026,EC,27,1.1377083319
EC_026,EC,28,0.3439583329
EC_026,EC,29,0.6349999992
EC_026,EC,30,4.8947916605
EC_026,EC,31,3.1485416627
EC_026,EC,32,2.0372916641
EC_026,EC,33,3.6247916621
EC_026,EC,34,1.3229166650000002
EC_026,EC,35,-1.587499998
EC_026,EC,36,1.4552083315
EC_026,EC,37,1.587499998
EC_026,EC,38,2.1431249973
EC_026,EC,39,2.2224999972
EC_026,EC,40,0.3968749995
EC_026,EC,41,5.6885416595
EC_026,EC,42,2.4341666636
EC_026,EC,43,-1.7991666644000002
EC_026,EC,44,1.4816666648
EC_026,EC,45,3.6512499954
EC_026,EC,46,2.3283333304
EC_026,EC,47,0.6614583325000001
EC_026,EC,48,2.7252083299
EC_026,EC,49,3.8629166618
EC_026,EC,50,2.4077083303
EC_026,EC,51,0.0529166666
EC_026,EC,52,4.0216666616
EC_026,EC,53,0.2910416663
EC_026,EC,54,0.6879166658
EC_026,EC,55,3.5454166622
EC_026,EC,56,0.7672916657000001
EC_026,EC,57,3.439583329
EC_026,EC,58,-0.793749999
EC_026,EC,59,-0.5820833326
EC_026,EC,60,5.3710416599
EC_026,EC,61,2.9633333296
EC_026,EC,62,0.0529166666
EC_026,EC,63,-0.5291666660000001
EC_026,EC,64,0.5027083327
EC_026,EC,65,4.3656249945
EC_026,EC,66,1.7727083311
EC_026,EC,67,2.3283333304
EC_026,EC,68,0.8995833322000001
EC_026,EC,69,0.5291666660000001
EC_026,EC,70,-0.7143749991
EC_026,EC,71,0.5556249993
EC_026,EC,72,1.2964583317
EC_026,EC,73,3.3866666624
EC_026,EC,74,0.6085416659
EC_026,EC,75,1.2699999984
EC_026,EC,76,0.0264583333
EC_026,EC,77,2.6987499966
EC_026,EC,78,0.6879166658
EC_026,EC,79,-2.6458333300000003
EC_026,EC,80,2.3547916637
EC_026,EC,81,-0.264583333
EC_026,EC,82,3.8893749951
EC_026,EC,83,1.5081249981
EC_026,EC,84,-0.264583333
EC_026,EC,85,3.5454166622
EC_026,EC,86,1.8785416643
EC_026,EC,87,2.6987499966
EC_026,EC,88,0.6614583325000001
EC_026,EC,89,1.5345833314
EC_026,EC,90,0.9260416655
EC_026,EC,91,0.4762499994
EC_026,EC,92,3.6247916621
EC_026,EC,93,0.8466666656
EC_026,EC,94,2.0902083307
EC_026,EC,95,-0.9260416655
EC_026,EC,96,1.3229166650000002
EC_026,EC,97,2.8574999964
EC_026,EC,98,1.5081249981
EC_026,EC,99,0.3174999996
EC_026,EC,100,2.4077083303
EO+_001,EO+,1,13.3614583165
EO+_001,EO+,2,8.4402083227
