ID,group,session,modality,trial_mean,trial_sd,trial_var,precision,log_precision
EC_002,EC,pre,proprioceptive,0.7335572907424999,1.3137395791697017,1.7259116818769853,0.5794039234455307,-0.5457554221034855
EC_003,EC,pre,proprioceptive,0.5880364575925001,2.1002829378472527,4.411188419012287,0.22669627887350838,-1.4841441359240213
EC_004,EC,pre,proprioceptive,1.6417395812650004,0.997961230138399,0.9959266168593465,1.0040900434547064,0.004081701963946818
EC_005,EC,pre,proprioceptive,1.5365677063974996,2.168105094341961,4.700679700111563,0.21273519231192597,-1.5477071153049897
EC_006,EC,pre,proprioceptive,4.08781249485,1.6238982547525953,2.637045541788525,0.3792122601423749,-0.9696591775248352
EC_007,EC,pre,proprioceptive,1.0034322904024997,1.318695423097751,1.7389576188989566,0.5750571429297758,-0.5532858641142473
EC_008,EC,pre,proprioceptive,1.4294114565324998,1.0022962293507598,1.004597731370751,0.995423311015766,-0.0045871940899186205
EC_009,EC,pre,proprioceptive,0.6641041658299999,0.9875075835206657,0.9751712275108246,1.0254609362835203,0.025142205443498458
EC_010,EC,pre,proprioceptive,1.379802081595,1.3132963057148013,1.7247471866041446,0.579795118824864,-0.5450804812522272
EC_011,EC,pre,proprioceptive,1.588822914665,0.8988237810875603,0.8078841894485387,1.237801176283199,0.21333656062417447
EC_012,EC,pre,proprioceptive,3.7094583286600007,1.577065545536741,2.487135734919099,0.40206892851086307,-0.9111317411040094
EC_013,EC,pre,proprioceptive,0.70114583245,1.910569964831843,3.65027759051755,0.27395176810600214,-1.2948032168991674
EC_014,EC,pre,proprioceptive,2.2602031221525,2.162048796239284,4.674454997319736,0.21392868271774684,-1.5421125778314684
EC_015,EC,pre,proprioceptive,0.7150364574325001,1.563569172033485,2.4447485557334776,0.4090400207640079,-0.8939422774476136
EC_016,EC,pre,proprioceptive,1.2779374983899996,1.2676261407533065,1.6068760327211216,0.6223255432508857,-0.4742919417269564
EC_017,EC,pre,proprioceptive,1.5822083313400004,1.0539177906938575,1.1107427095410218,0.9002985042442614,-0.10502889926610773
EC_018,EC,pre,proprioceptive,1.7025937478550006,1.8622563877659515,3.46799885377509,0.28835072967554476,-1.2435777284035607
EC_019,EC,pre,proprioceptive,0.44516145777249994,1.7387185981296536,3.0231423634819476,0.3307816436564488,-1.106296808132703
EC_020,EC,pre,proprioceptive,-0.8195468739675,1.4244908118911688,2.029174073162361,0.492811342913303,-0.7076288497523492
EC_021,EC,pre,proprioceptive,1.215760415135,0.9149352512517867,0.8371065139831699,1.1945911103256628,0.17780395973946228
EC_022,EC,pre,proprioceptive,1.8474531226725,0.9172656812415826,0.8413763299835847,1.188528800209426,0.1727162399262164
EC_023,EC,pre,proprioceptive,-1.2309739567825002,2.3834650406444657,5.6809055999743245,0.17602827267619436,-1.7371106566395917
EC_024,EC,pre,proprioceptive,1.8983854142749998,2.7389347946481326,7.501763809334207,0.1333019840954912,-2.015138167470953
EC_025,EC,pre,proprioceptive,1.3440833316399996,1.699229549528577,2.887381061991091,0.34633461206897864,-1.0603498843471175
EC_026,EC,pre,proprioceptive,1.9565937475350001,0.9889633893058425,0.9780485853872994,1.0224440942307667,0.022195931871123988
EC_002,EC,post1,proprioceptive,1.2124531234725002,1.128192564670448,1.2728184629776829,0.7856579937256407,-0.2412337037326516
EC_003,EC,post1,proprioceptive,0.4577291660899999,1.904172523845557,3.625873000568358,0.2757956497216668,-1.2880950870552876
EC_004,EC,post1,proprioceptive,1.5669947896925005,1.0024753004372007,1.0049567279866556,0.995067719983739,-0.004944483854375585
EC_005,EC,post1,proprioceptive,0.8116093739774998,2.2786674978137675,5.192325565592856,0.19259192964064853,-1.6471816826733507
EC_006,EC,post1,proprioceptive,1.6093281229725,1.8304598266142023,3.3505831768484953,0.2984555067636267,-1.2091344133276922
EC_007,EC,post1,proprioceptive,0.7057760407775001,0.7435272691369804,0.5528327999502958,1.8088651760349752,0.5926996740806764
EC_008,EC,post1,proprioceptive,0.28905729130249985,1.2352559361112219,1.5258572276980111,0.6553693109994654,-0.4225563686543481
EC_009,EC,post1,proprioceptive,1.533260414735,0.8674210121338337,0.7524192122912845,1.3290463396791488,0.2844616472038545
EC_010,EC,post1,proprioceptive,0.9147968738475001,1.3002655589880818,1.6906905238905892,0.5914743034691036,-0.5251370395012775
EC_011,EC,post1,proprioceptive,1.6675364562325001,0.9735340605613444,0.9477685670730595,1.0551099020810997,0.05364493409116256
EC_012,EC,post1,proprioceptive,2.1014531223525,1.4122964133827562,1.9945811592537974,0.5013583906378194,-0.6904340830640489
EC_013,EC,post1,proprioceptive,0.646906249185,1.142910010301444,1.3062432916472466,0.765554170799946,-0.26715530113674174
EC_014,EC,post1,proprioceptive,0.9597760404575,1.9111428573313922,3.652467021128798,0.2737875507746403,-1.295402835479107
EC_015,EC,post1,proprioceptive,1.5656718730274997,1.6629440138689202,2.7653827932624755,0.3616135901461383,-1.0171790678016075
EC_016,EC,post1,proprioceptive,1.5967604146550003,0.83025848204774,0.6893291470122174,1.4506857926062373,0.3720364050400524
EC_017,EC,post1,proprioceptive,0.9465468738074998,1.2451138450789432,1.5503084872072703,0.6450329132890207,-0.43845393513319597
