ID,group,precision_pre,log_precision_pre,precision_post1,log_precision_post1,delta_pi,delta_log_pi
EO+_019,EO+,0.9319013206679042,-0.07052834901382546,1.1362050392630705,0.12769379632122344,0.20430371859516627,0.1982221453350489
EO+_020,EO+,0.8531811621764537,-0.1587833716530027,1.111992645948834,0.10615358245115726,0.2588114837723804,0.26493695410415996
EO+_021,EO+,0.6213295603028263,-0.47589364489713987,0.4308336619988813,-0.8420331984078809,-0.19049589830394498,-0.36613955351074107
EO+_022,EO+,0.1534712618250937,-1.8742419488631181,0.2932556500589376,-1.2267105245960088,0.1397843882338439,0.6475314242671093
EO+_023,EO+,0.25903415348526315,-1.3507953592377857,0.6038788863368787,-0.5043816204638103,0.34484473285161554,0.8464137387739754
EO+_024,EO+,0.32178431134022434,-1.1338737984394582,0.8166136334335566,-0.20258920487286747,0.4948293220933323,0.9312845935665908
EO-_001,EO-,0.6276090526217336,-0.46583783403714435,0.4371263203398141,-0.8275330630945765,-0.19048273228191953,-0.3616952290574322
EO-_002,EO-,0.5337668257711021,-0.6277961912432325,0.3701984500009408,-0.9937160657749496,-0.1635683757701613,-0.36591987453171715
EO-_003,EO-,0.2902104987695753,-1.2371487614828796,0.3658209215584001,-1.0056113506794742,0.07561042278882485,0.2315374108034054
EO-_004,EO-,0.1898686320623779,-1.661422856153926,0.6651485629947427,-0.40774486027740403,0.47527993093236476,1.2536779958765218
EO-_005,EO-,0.24692112353877138,-1.3986863312530755,0.22125403637942928,-1.508443751737665,-0.0256670871593421,-0.10975742048458947
EO-_006,EO-,0.6724592928846225,-0.39681370036480307,0.25738456675243293,-1.3571839438444333,-0.41507472613218954,-0.9603702434796302
EO-_007,EO-,0.42525696756871745,-0.8550616631990818,0.30452079856414704,-1.18901589017745,-0.1207361690045704,-0.3339542269783681
EO-_008,EO-,0.2656859573620539,-1.3254402790919668,0.3462240349415477,-1.0606692136309201,0.08053807757949377,0.2647710654610467
EO-_009,EO-,0.6244495831128374,-0.47088468428022007,0.6832685598688011,-0.380867290446591,0.0588189767559637,0.09001739383362906
EO-_010,EO-,0.4155543107580534,-0.8781419614162759,0.44046319941443696,-0.819928379855301,0.024908888656383577,0.05821358156097489
EO-_013,EO-,0.419360934353504,-0.8690233113632047,0.32522381606907175,-1.1232416688452966,-0.09413711828443228,-0.254218357482092
EO-_014,EO-,0.952478618269016,-0.04868762024477313,0.7585494719375822,-0.27634725893542395,-0.19392914633143388,-0.2276596386906508
EO-_015,EO-,0.43383303254798417,-0.8350955365359188,0.23724302914513978,-1.4386702238199003,-0.19659000340284438,-0.6035746872839814
EO-_016,EO-,0.5020083780535828,-0.689138470079907,0.5409370038891012,-0.6144524507436735,0.03892862583551837,0.07468601933623353
EO-_017,EO-,0.4285132141167774,-0.8474337033409592,0.7849293498334157,-0.24216156546220008,0.35641613571663827,0.6052721378787591
EO-_018,EO-,0.31516645381247754,-1.1546543549222084,0.3732879102489928,-0.9854052797392888,0.058121456436515284,0.16924907518291954
EO-_019,EO-,0.3424881819951504,-1.071518126998821,0.8638948821394468,-0.14630418177022453,0.5214067001442964,0.9252139452285965
EO-_020,EO-,0.46855602886430775,-0.7580995924279459,0.7043803314057663,-0.35043682522896275,0.23582430254145853,0.40766276719898314
EO-_021,EO-,0.10643871346544564,-2.2401859198919043,0.5597818336579161,-0.5802081539137397,0.4533431201924705,1.6599777659781645
EO-_022,EO-,0.303161141329626,-1.193490795268954,0.5398864768939265,-0.6163963894990252,0.23672533556430053,0.5770944057699288
EO-_023,EO-,0.3439483743235757,-1.0672637075118327,0.4333075750463097,-0.8363074681682001,0.08935920072273396,0.23095623934363263
