group,beta_median,median_deltalogpi,R_baseline,R_modulated,R_change_pct,K_baseline,K_modulated,K_change_pct,learning_rate_impact
EC,0.9736589934848648,0.2349073271029457,1.8143662402066807,2.280639439254705,25.698956953415834,0.35531978237720835,0.30481862408725413,-14.212875498258093,Slower
EO+,0.9093269805147356,0.1093532944993618,1.706604082956898,1.8850293303851495,10.45498772738831,0.36946667090944635,0.3466169267216776,-6.184521091313554,Slower
EO-,0.9234099634346328,0.090017393833629,2.4033500062165967,2.611661368155663,8.6675416148393,0.2938281393842505,0.27688088612545136,-5.76774344836883,Slower
