,ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150
0,EC_002,-1.1112499986,0.3439583329,-0.4233333328,0.2381249997,-1.1112499986,-0.0264583333,0.6879166658,-0.6349999992,-0.1852083331,1.1641666652,-0.8466666656,-0.3704166662,1.4552083315,2.7516666632,-0.9260416655,2.6987499966,-0.8995833322000001,1.9579166642,-0.6349999992,1.3493749983,1.6139583313,-0.26458333300000003,-0.9260416655,0.1058333332,0.1058333332,1.0847916653,1.1377083319,1.1112499986,1.6668749979000002,1.4022916649000001,1.1377083319,2.7781249965000003,0.1587499998,0.1852083331,-0.3968749995,-0.8202083323,1.3758333316,1.6404166646,-0.6085416659,0.6614583325000001,1.0318749987,0.6085416659,0.793749999,-0.5820833326,-0.2116666664,0.4762499994,-1.1112499986,0.4762499994,2.0902083307,-0.2116666664,3.0956249961,-1.6404166646,13.626041649500001,-2.8839583297,3.7570833286000003,4.7889583273000005,2.2224999972,0.793749999,1.5610416647,3.0162499962,0.8995833322000001,4.6037499942,4.1010416615,0.9524999988,0.7408333324,1.852083331,4.1274999948,1.2964583317,7.1702083243,-0.2116666664,-0.7143749991,4.6037499942,2.3018749971,2.8574999964,1.587499998,3.704166662,-0.1852083331,1.852083331,2.9368749963000003,2.8310416631,3.8364583285,-0.5027083327,3.2279166626,-0.3704166662,0.7143749991,3.2543749959,2.8310416631,1.9314583309000002,3.3072916625,0.1852083331,1.7991666644000002,3.2543749959,2.8574999964,-1.3493749983,4.1010416615,0.9789583321,3.6247916621000003,1.852083331,0.44979166610000004,2.3018749971,1.1906249985000001,1.8785416643000001,3.4131249957,-0.1587499998,1.8785416643000001,6.0589583257,-1.6139583313,3.0956249961,-0.1058333332,6.138333325600001,0.4233333328,0.8202083323,2.6722916633000002,1.5345833314000001,4.2333333280000005,1.7991666644000002,2.3018749971,1.7462499978000001,1.6139583313,3.1485416627,5.0006249937,-1.3493749983,1.0583333320000001,1.6139583313,2.5664583301,-1.0847916653,2.3812499970000003,0.6614583325000001,2.8310416631,1.4287499982,1.9049999976,0.5027083327,5.027083327000001,2.5664583301,1.3493749983,3.2543749959,0.9260416655,2.2224999972,3.2014583293000003,3.7306249953000004,-0.7143749991,2.2754166638,1.0847916653,2.5399999968,2.5664583301,5.1593749935,1.1641666652,1.852083331,0.3439583329,4.3920833278
1,EC_003,4.8418749939,1.2170833318,-0.5556249993,3.6247916621000003,-0.793749999,2.4341666636,2.3812499970000003,-0.8202083323,-0.2910416663,-0.5820833326,1.0054166654,0.7408333324,2.1960416639,2.0902083307,0.4233333328,0.8202083323,1.2170833318,1.587499998,1.5345833314000001,0.6349999992,-0.1852083331,2.3547916637,2.0372916641,-0.6879166658,3.3072916625,-0.7672916657000001,0.6614583325000001,1.1906249985000001,-0.6614583325000001,2.1431249973,-0.0793749999,2.1166666640000003,1.4816666648,2.1166666640000003,0.13229166650000002,-1.587499998,-0.5291666660000001,2.8310416631,3.2808333292,1.852083331,1.4552083315,1.2699999984,0.1852083331,4.206874994700001,2.5399999968,0.1058333332,-1.1112499986,1.9579166642,3.8099999952,-2.3812499970000003,8.7841666556,8.9164583221,7.487708323900001,3.5454166622,0.1852083331,1.5610416647,-0.3704166662,-2.7516666632,-0.3439583329,1.4287499982,-1.3758333316,1.5610416647,-0.793749999,3.0691666628000003,6.1912499922,-1.2170833318,1.3493749983,-1.3229166650000002,1.4022916649000001,3.9952083283,-0.44979166610000004,-1.8256249977,-0.44979166610000004,2.3018749971,5.1329166602,2.8045833298000002,0.2910416663,0.6614583325000001,0.7408333324,-0.1852083331,3.1220833294,1.2964583317,1.2170833318,2.9897916629,6.085416659,0.6879166658,5.9266666592,0.8466666656,3.9158333284,-0.5027083327,-1.0847916653,5.820833326,-2.0372916641,-0.3174999996,-5.1064583269,1.587499998,2.7252083299,4.0745833282,-0.44979166610000004,5.0006249937,0.5820833326,-0.3704166662,1.852083331,2.6722916633000002,-0.8466666656,-3.3072916625,1.5081249981,-0.4233333328,1.0054166654,2.2754166638,2.7781249965000003,-0.2910416663,-2.0108333308,-0.7672916657000001,0.13229166650000002,-2.8839583297,5.5297916597,3.0691666628000003,-0.5556249993,-0.4233333328,-3.7306249953000004,1.4816666648,-5.3445833266000005,2.7516666632,-0.3439583329,3.7835416619,2.0637499974,0.9789583321,-2.0902083307,-0.8995833322000001,3.8629166618000004,-1.587499998,-0.2381249997,0.7672916657000001,3.9158333284,-1.8256249977,-2.0372916641,2.9897916629,0.2910416663,-0.2910416663,2.0902083307,-1.6404166646,0.9789583321,3.3072916625,-1.6404166646,1.0583333320000001,-0.5027083327,4.4185416611,-0.1587499998,3.174999996
2,EC_004,0.44979166610000004,0.5556249993,2.0902083307,0.3439583329,1.0318749987,-0.2116666664,1.5610416647,1.0318749987,0.1852083331,0.8466666656,1.0583333320000001,-0.6879166658,0.0,0.7672916657000001,1.7991666644000002,2.4077083303,1.6404166646,-0.5291666660000001,1.3493749983,1.1112499986,0.7143749991,-0.1852083331,1.6404166646,1.4816666648,-0.13229166650000002,-0.3174999996,0.2910416663,-0.44979166610000004,-0.8466666656,-0.13229166650000002,0.8995833322000001,0.5556249993,0.9524999988,-1.1377083319,0.1852083331,0.8466666656,-0.6614583325000001,1.9314583309000002,-1.2170833318,-0.0793749999,-0.5556249993,0.5027083327,-0.5556249993,-0.9524999988,1.0054166654,-0.2116666664,0.8731249989000001,0.6349999992,-0.0529166666,0.4233333328,9.9483333208,11.2447916525,-2.8839583297,0.0529166666,4.206874994700001,5.0535416603000005,7.3024999908,4.1804166614,10.0012499874,7.196666657600001,5.6885416595,8.0168749899,8.175624989700001,-0.5027083327,10.7685416531,4.8154166606,6.2706249921,6.7733333248,2.9633333296,5.8737499926000005,4.6037499942,2.0372916641,6.4293749919000005,2.7252083299,2.4077083303,2.4606249969,1.1641666652,1.3493749983,6.1647916589000005,2.5399999968,2.8310416631,-4.8154166606,2.9897916629,3.8893749951000003,0.2116666664,2.0637499974,4.471458327700001,0.7408333324,0.5820833326,1.0054166654,1.2964583317,2.2489583305000003,-0.7408333324,5.3181249933000005,1.6139583313,4.3920833278,3.5454166622,4.6566666608,3.2543749959,0.4233333328,1.6668749979000002,4.0216666616,1.9843749975,-1.2699999984,4.6831249941,2.0902083307,1.7727083311,3.6512499954,3.4924999956000002,5.9795833258,-1.852083331,-1.4552083315,1.4552083315,1.9843749975,0.7143749991,5.3974999932,-0.0793749999,1.1377083319,0.2910416663,1.7991666644000002,3.8099999952,-2.1431249973,3.1485416627,2.4606249969,-0.9524999988,1.5081249981,2.2224999972,1.7991666644000002,3.5983333288000003,0.6879166658,1.4022916649000001,1.5081249981,3.6512499954,0.8731249989000001,-0.8731249989000001,0.2381249997,-0.7143749991,0.9789583321,2.7781249965000003,0.9789583321,2.5664583301,3.0427083295,2.0372916641,0.5027083327,-2.3812499970000003,-0.0793749999,0.3968749995,4.2597916613,1.587499998,-0.3439583329
3,EC_005,-0.4762499994,1.2964583317,1.2699999984,3.174999996,0.0793749999,-1.4816666648,0.9524999988,2.6722916633000002,-0.0793749999,0.1852083331,3.3866666624,-0.8731249989000001,2.6987499966,2.4077083303,3.9952083283,2.3018749971,3.704166662,-0.0264583333,3.0427083295,6.5881249917,4.0745833282,0.7408333324,-0.5027083327,0.44979166610000004,-0.2910416663,2.4606249969,0.6879166658,-0.1852083331,2.8574999964,0.8202083323,2.0108333308,1.4287499982,0.3439583329,0.9789583321,2.1695833306,-2.1960416639,-0.6614583325000001,0.0793749999,1.0583333320000001,1.5610416647,-0.0264583333,1.2170833318,0.3704166662,0.0,0.2910416663,1.9843749975,4.6302083275,4.206874994700001,2.3547916637,2.1960416639,11.8533333184,13.493749983,7.408333324,11.1389583193,5.0535416603000005,6.5881249917,9.6572916545,5.556249993000001,7.9904166566,4.0481249949,7.1702083243,6.9849999912000005,5.9531249925,5.3445833266000005,5.6091666596000005,7.8581249901,4.206874994700001,5.027083327000001,3.9952083283,3.3072916625,2.0372916641,2.8574999964,4.6037499942,5.9002083259,3.704166662,2.7516666632,3.174999996,2.6987499966,1.2170833318,3.5454166622,0.2910416663,2.8839583297,1.5345833314000001,2.2224999972,3.2014583293000003,1.2699999984,2.8310416631,5.1329166602,1.3758333316,1.1112499986,2.4077083303,3.968749995,5.2122916601,2.8574999964,2.5399999968,5.556249993000001,3.1485416627,2.1960416639,-1.9314583309000002,2.5399999968,2.5135416635000003,0.5291666660000001,3.439583329,4.0745833282,1.8256249977,2.910416663,1.4022916649000001,2.4077083303,4.7095833274,3.8099999952,2.2224999972,4.0745833282,0.8466666656,1.4552083315,3.8099999952,3.5454166622,-0.4762499994,1.8256249977,1.9314583309000002,1.6933333312,3.0162499962,4.3127083279,0.5027083327,-0.5027083327,4.0481249949,-0.7408333324,1.9579166642,0.8202083323,2.2224999972,4.8154166606,1.8785416643000001,0.4233333328,1.1112499986,1.7991666644000002,4.0481249949,-0.44979166610000004,3.4660416623000003,0.7408333324,1.3493749983,0.1058333332,3.8364583285,1.3229166650000002,2.2489583305000003,0.3968749995,1.0847916653,0.793749999,-0.0264583333,3.0427083295,0.793749999,-0.5556249993
4,EC_006,2.4077083303,-0.1587499998,3.3072916625,2.0372916641,-0.5027083327,0.13229166650000002,1.0583333320000001,1.7462499978000001,0.1852083331,-0.1587499998,1.5345833314000001,-0.5556249993,-4.6037499942,2.7252083299,2.3283333304,0.1058333332,1.0583333320000001,0.2910416663,-0.3439583329,0.2116666664,0.8202083323,1.1112499986,0.5291666660000001,-1.3758333316,0.1852083331,-0.0529166666,1.2699999984,-0.3704166662,-0.3968749995,1.3758333316,0.3968749995,-0.793749999,2.6987499966,0.8731249989000001,-1.1112499986,1.4552083315,0.3439583329,2.6193749967,-0.8731249989000001,-0.0264583333,0.13229166650000002,1.5081249981,1.5610416647,2.0108333308,-0.2381249997,0.8995833322000001,1.1906249985000001,0.6879166658,0.3968749995,-0.5027083327,11.8533333184,7.9904166566,2.2224999972,8.6518749891,7.6199999904,6.2441666588,2.2224999972,2.2754166638,2.2754166638,4.7360416607,-1.1641666652,-1.6139583313,1.6668749979000002,-4.1274999948,3.439583329,-0.9524999988,3.6247916621000003,-1.0318749987,5.1329166602,2.6987499966,3.3337499958000003,6.349999992,3.3866666624,0.5820833326,2.3812499970000003,0.0793749999,1.3493749983,5.1329166602,5.6885416595,0.8466666656,7.3024999908,0.7408333324,1.6139583313,2.0902083307,3.3072916625,0.5027083327,3.0956249961,2.9897916629,3.0427083295,2.7252083299,2.1695833306,5.0006249937,6.3235416587,1.4816666648,3.5454166622,0.2381249997,2.1960416639,1.8256249977,3.3072916625,3.5189583289,4.1010416615,1.5610416647,1.7991666644000002,0.8202083323,3.174999996,1.1377083319,1.2170833318,2.2224999972,0.44979166610000004,1.5081249981,3.0162499962,0.3439583329,3.5718749955,2.8839583297,4.206874994700001,1.1906249985000001,4.7889583273000005,0.9260416655,-0.2910416663,1.1641666652,1.4287499982,5.3181249933000005,7.8845833234,1.3493749983,4.3656249945,0.0,-0.8731249989000001,-0.13229166650000002,0.2116666664,-0.26458333300000003,1.7197916645,1.4816666648,2.0372916641,1.7462499978000001,3.7306249953000004,5.7679166594,1.4022916649000001,4.471458327700001,0.4233333328,0.5027083327,1.0583333320000001,1.9049999976,2.7516666632,4.0481249949,0.1058333332,0.793749999,0.1852083331,1.3493749983,0.7408333324,-2.5929166634
5,EC_007,0.1058333332,0.3439583329,0.4233333328,0.13229166650000002,-0.5556249993,1.4816666648,1.5081249981,0.6879166658,-0.7143749991,0.13229166650000002,1.6933333312,2.9633333296,0.2381249997,1.4022916649000001,-0.8202083323,1.4022916649000001,0.8466666656,0.9524999988,1.6668749979000002,1.0847916653,0.5556249993,-0.6085416659,0.2910416663,0.26458333300000003,0.1852083331,0.5027083327,0.13229166650000002,0.7408333324,0.7143749991,1.7197916645,0.1852083331,0.4762499994,-0.7143749991,1.2699999984,0.6614583325000001,0.9524999988,0.1587499998,1.5081249981,1.6668749979000002,1.8256249977,0.7672916657000001,0.4233333328,-0.6085416659,-1.3493749983,1.5081249981,1.7727083311,-0.8731249989000001,-0.0529166666,0.0,0.0,12.276666651200001,8.413749989400001,1.2435416651,3.9422916617,3.3337499958000003,4.6831249941,5.1329166602,2.4341666636,-2.8045833298000002,3.7570833286000003,3.2808333292,1.1906249985000001,2.6722916633000002,-1.9049999976,1.9579166642,2.7516666632,-1.3758333316,3.5454166622,4.0745833282,0.9789583321,-0.5291666660000001,1.2170833318,3.8893749951000003,2.3812499970000003,2.4606249969,1.9579166642,0.7672916657000001,2.9633333296,2.6458333300000003,1.1377083319,-0.0264583333,2.1166666640000003,0.5820833326,2.0372916641,1.3229166650000002,0.3439583329,2.3812499970000003,4.206874994700001,0.5820833326,-1.0847916653,2.0372916641,1.3758333316,2.8574999964,1.5081249981,1.7462499978000001,2.3018749971,1.6404166646,1.2964583317,4.7360416607,2.3283333304,0.3439583329,0.6349999992,4.6566666608,-0.8466666656,1.0318749987,-0.6349999992,2.2224999972,-0.4233333328,2.0637499974,-0.2910416663,-1.3758333316,-0.9524999988,-1.587499998,0.9260416655,0.26458333300000003,-1.5345833314000001,2.2754166638,-2.6193749967,0.6879166658,1.3229166650000002,2.8045833298000002,0.3704166662,0.0264583333,1.6933333312,-0.0793749999,-0.0529166666,0.7408333324,0.9260416655,2.5664583301,3.2808333292,-0.9260416655,-1.4552083315,-1.8256249977,1.0318749987,1.6668749979000002,-0.1058333332,0.3174999996,0.3968749995,1.0054166654,0.2116666664,1.0583333320000001,1.6933333312,-1.5610416647,3.0427083295,0.44979166610000004,1.8256249977,3.3337499958000003,0.44979166610000004,-0.8466666656,-0.3704166662
6,EC_008,3.439583329,1.3758333316,1.2170833318,0.6879166658,1.4816666648,0.5556249993,0.3174999996,2.9897916629,0.7672916657000001,1.6139583313,1.1112499986,1.852083331,-1.8785416643000001,0.6614583325000001,0.1058333332,0.3174999996,0.8202083323,3.3072916625,1.1906249985000001,-1.9314583309000002,1.1906249985000001,-0.1852083331,2.6193749967,1.9843749975,-0.0793749999,1.3758333316,0.2910416663,-0.1058333332,2.6722916633000002,-1.1112499986,0.8731249989000001,-1.3493749983,-1.4287499982,0.5556249993,0.9260416655,1.5081249981,0.9260416655,-1.1377083319,-0.1587499998,-1.7197916645,-0.1058333332,-1.2699999984,-0.5556249993,-1.1112499986,-0.2910416663,-0.5291666660000001,1.7991666644000002,-1.2964583317,-0.6614583325000001,3.0427083295,10.636249986600001,10.4245833202,20.4787499742,2.3018749971,-3.1220833294,2.1166666640000003,4.3391666612,2.6722916633000002,0.5820833326,1.6668749979000002,0.5820833326,3.0427083295,3.0427083295,4.8683333272,2.8045833298000002,2.1431249973,1.2170833318,5.2652083267,0.8995833322000001,-1.2699999984,3.3072916625,1.9843749975,-4.0481249949,2.0372916641,3.2014583293000003,1.0318749987,2.9368749963000003,1.852083331,1.8785416643000001,1.7197916645,-0.4233333328,1.0318749987,-1.1112499986,-2.5664583301,1.9579166642,1.3229166650000002,3.0956249961,1.0054166654,2.3018749971,-0.26458333300000003,3.2543749959,2.7516666632,-3.2279166626,2.0902083307,1.3229166650000002,-2.3547916637,1.3493749983,3.4660416623000003,-1.1112499986,4.0745833282,-1.5345833314000001,0.5027083327,2.5399999968,0.9789583321,1.5345833314000001,-0.0529166666,2.6722916633000002,0.6349999992,1.0054166654,0.7408333324,-0.8731249989000001,-4.6037499942,1.0318749987,-0.5291666660000001,2.4870833302,2.2489583305000003,4.7360416607,-2.9897916629,0.793749999,-0.6879166658,2.6193749967,2.1960416639,3.6247916621000003,3.0427083295,4.8154166606,0.793749999,0.5556249993,1.9314583309000002,2.0902083307,-5.3710416599,1.7727083311,0.3968749995,1.0054166654,-3.4131249957,5.1064583269,4.762499994000001,0.13229166650000002,0.7143749991,-7.1172916577,-0.0793749999,0.1058333332,0.13229166650000002,0.8466666656,1.9579166642,1.4816666648,1.5345833314000001,-0.8995833322000001,2.1960416639,-0.0793749999,1.0318749987
7,EC_009,0.2381249997,-0.3439583329,0.3174999996,1.0318749987,1.852083331,-0.44979166610000004,1.1112499986,1.2170833318,0.793749999,0.2116666664,0.6349999992,-0.5820833326,1.3493749983,3.3602083291000002,2.7781249965000003,0.3968749995,0.8731249989000001,0.793749999,-0.2381249997,2.1431249973,1.4287499982,0.3174999996,1.0054166654,0.3439583329,0.1058333332,0.0529166666,-0.44979166610000004,-0.3174999996,1.4552083315,0.9524999988,0.2116666664,1.1377083319,0.1852083331,1.4816666648,1.1641666652,1.7727083311,1.3758333316,0.6349999992,0.9260416655,1.6668749979000002,1.7991666644000002,1.5081249981,-0.0264583333,3.3602083291000002,0.5820833326,0.4762499994,0.5556249993,0.793749999,2.9897916629,1.5081249981,12.7793749839,12.9910416503,0.7672916657000001,3.3602083291000002,2.2489583305000003,6.2970833254,4.3920833278,2.0108333308,-1.0583333320000001,-2.9633333296,2.1166666640000003,-0.26458333300000003,5.6885416595,0.7672916657000001,-0.5027083327,1.8256249977,-3.2279166626,-1.0054166654,3.5189583289,2.5929166634,-0.3174999996,3.9158333284,3.2543749959,3.6512499954,-2.1166666640000003,4.2333333280000005,-1.4552083315,2.7252083299,-1.5345833314000001,1.6139583313,1.3758333316,-1.2435416651,0.7408333324,4.0216666616,-1.3229166650000002,0.3968749995,1.6668749979000002,2.7781249965000003,1.1906249985000001,0.2116666664,3.4924999956000002,2.8045833298000002,1.8256249977,1.852083331,2.8310416631,3.5454166622,-0.5556249993,-0.44979166610000004,-0.2381249997,0.0264583333,3.5718749955,0.9260416655,1.6933333312,2.7516666632,2.1960416639,2.5399999968,1.6933333312,2.5399999968,3.439583329,2.7516666632,0.0793749999,0.6085416659,-1.2170833318,1.5345833314000001,1.2170833318,0.44979166610000004,0.2381249997,2.5664583301,3.3602083291000002,-0.3174999996,1.0583333320000001,2.6458333300000003,1.3229166650000002,1.8256249977,3.0956249961,0.3174999996,0.0529166666,1.5610416647,0.3968749995,-0.6879166658,1.5610416647,0.2910416663,3.5983333288000003,0.6879166658,3.2543749959,0.9524999988,0.44979166610000004,-0.9524999988,0.6879166658,0.0793749999,1.2170833318,-0.3704166662,0.0793749999,2.6987499966,-1.1906249985000001,0.8466666656,-3.3337499958000003,0.0793749999,0.0,1.8256249977
8,EC_010,-1.587499998,-0.13229166650000002,-0.3704166662,0.8466666656,-1.6139583313,-0.7143749991,0.2910416663,-0.9524999988,-0.9789583321,-0.3174999996,1.6933333312,-0.1852083331,0.1058333332,0.2910416663,1.0847916653,1.6668749979000002,1.4022916649000001,0.7408333324,0.5291666660000001,1.4552083315,-0.4762499994,-1.2699999984,-2.0902083307,-0.2910416663,0.8202083323,1.3758333316,-0.4762499994,0.3439583329,1.0054166654,0.0793749999,0.9524999988,0.2910416663,-0.3174999996,1.4022916649000001,0.0529166666,0.13229166650000002,0.0793749999,-0.4762499994,1.5345833314000001,1.8256249977,0.3968749995,1.1906249985000001,0.9524999988,-0.1058333332,-0.6349999992,0.2381249997,2.3547916637,-0.13229166650000002,0.7143749991,0.7408333324,10.4510416535,1.7197916645,3.7306249953000004,-0.8731249989000001,2.5929166634,2.6722916633000002,-0.4233333328,-2.1960416639,1.7197916645,0.6879166658,0.4233333328,1.8256249977,1.1112499986,-3.8629166618000004,1.0847916653,1.9579166642,3.3337499958000003,3.968749995,-0.5556249993,1.8256249977,1.5345833314000001,1.2699999984,1.9579166642,1.2435416651,1.5081249981,1.9579166642,-0.3704166662,0.1587499998,2.0902083307,0.5556249993,0.6085416659,3.1485416627,-1.0583333320000001,-0.1852083331,1.3758333316,-1.5081249981,2.1431249973,2.3547916637,1.0318749987,0.8466666656,-0.3704166662,-0.2910416663,3.2543749959,0.0,1.9049999976,-0.4233333328,-0.1852083331,2.8310416631,1.0318749987,-1.4552083315,-1.3758333316,0.9524999988,1.0847916653,2.9368749963000003,-1.3493749983,-0.26458333300000003,0.0529166666,0.7408333324,3.3072916625,-0.3704166662,-1.5081249981,2.1960416639,-1.3229166650000002,-1.2964583317,1.1906249985000001,-0.7672916657000001,1.2964583317,-2.0637499974,-0.1852083331,0.0,1.0054166654,2.5135416635000003,0.0529166666,2.9368749963000003,2.2224999972,0.5820833326,0.0529166666,0.6879166658,-2.0372916641,0.5820833326,-0.5291666660000001,1.1112499986,0.0529166666,0.4762499994,2.0637499974,3.3602083291000002,2.910416663,0.7408333324,-1.6139583313,1.587499998,2.4077083303,3.9158333284,0.3704166662,2.0902083307,1.2699999984,-0.1852083331,1.6668749979000002,0.7143749991,3.5454166622,-1.8256249977
9,EC_011,1.587499998,-2.8574999964,-1.8785416643000001,-0.793749999,-0.6879166658,0.2381249997,-0.0529166666,-0.8995833322000001,0.6879166658,-0.2381249997,-0.0529166666,1.3493749983,0.5820833326,2.4077083303,-0.5820833326,3.9158333284,-1.7462499978000001,0.3439583329,1.1906249985000001,0.9260416655,0.9524999988,1.587499998,0.8202083323,-1.0054166654,0.9260416655,0.3968749995,0.6614583325000001,1.6404166646,-0.26458333300000003,-0.0264583333,-1.0318749987,2.0637499974,0.8995833322000001,1.2699999984,-0.3174999996,1.1906249985000001,-0.5027083327,0.8731249989000001,0.7672916657000001,0.8202083323,0.7672916657000001,1.1906249985000001,1.2435416651,0.0,-0.2910416663,0.8466666656,-0.0529166666,-0.4762499994,1.6668749979000002,0.6614583325000001,14.7637499814,12.170833318,11.4829166522,12.805833317200001,9.789583321,2.5664583301,1.2699999984,7.6464583237,0.2116666664,4.8418749939,2.1960416639,1.2435416651,3.439583329,-4.8418749939,-1.2170833318,1.3229166650000002,1.6933333312,-2.0902083307,3.4131249957,2.5135416635000003,0.5027083327,-1.2435416651,1.0318749987,-4.4185416611,-1.9314583309000002,4.1539583281,-4.0481249949,-0.0529166666,3.8099999952,-0.7143749991,2.5664583301,-1.8785416643000001,-0.8995833322000001,1.587499998,2.6722916633000002,-1.9579166642,1.2699999984,-0.2910416663,-1.3493749983,1.1906249985000001,-0.1058333332,-2.4341666636,4.3656249945,-1.3229166650000002,1.2435416651,1.6668749979000002,-0.6085416659,-1.0583333320000001,-0.8731249989000001,0.793749999,0.4233333328,-1.0318749987,-0.5291666660000001,1.5081249981,-0.9789583321,1.5610416647,-0.6085416659,0.13229166650000002,-0.5027083327,4.1804166614,3.8629166618000004,2.3283333304,0.6349999992,2.2489583305000003,1.6404166646,0.5027083327,-1.5345833314000001,-0.4233333328,-0.8731249989000001,-0.1587499998,-1.5610416647,0.0793749999,5.9531249925,1.6139583313,3.7835416619,0.8731249989000001,-2.0372916641,2.2224999972,-0.13229166650000002,-1.2170833318,0.3439583329,0.13229166650000002,-1.3229166650000002,-4.2862499946,-2.2754166638,0.0264583333,3.0956249961,4.8683333272,2.3547916637,-0.8995833322000001,-0.5820833326,4.7095833274,2.0902083307,-3.3602083291000002,-1.3229166650000002,-3.5189583289,-2.0637499974,-0.5556249993,-1.7462499978000001,-4.1274999948
