,ID,session,modality,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0,EC_002,pre,visual,-0.0793749999,0.0,0.0,-0.3704166662,0.1058333332,-0.6085416659,-0.5820833326,-0.4233333328,0.0529166666,-0.2116666664,-0.793749999,-0.2116666664,-0.1852083331,-0.2116666664,-0.1852083331,-0.0793749999,0.5820833326,0.4762499994,-0.3439583329,-0.3439583329,-0.6349999992,-0.3439583329,-0.793749999,-0.5556249993,0.2381249997,-0.13229166650000002,-0.3439583329,-0.3704166662,-0.5291666660000001,-0.8202083323,-1.2170833318,-0.2910416663,-0.9524999988,0.5027083327,0.1587499998,-0.3439583329,0.26458333300000003,-0.13229166650000002,0.1058333332,-0.6085416659
1,EC_003,pre,visual,-0.6879166658,0.5556249993,-0.6614583325000001,-0.4233333328,1.0583333320000001,0.793749999,-1.0054166654,0.3968749995,-0.3704166662,-0.1058333332,-1.587499998,0.0,-0.4762499994,-0.8202083323,-0.1058333332,0.7672916657000001,0.5027083327,-0.1058333332,0.7408333324,0.0,-0.8466666656,-0.5291666660000001,0.2116666664,0.5820833326,0.8202083323,-0.5556249993,-0.6879166658,0.5820833326,-1.2170833318,-0.2381249997,0.0,0.7408333324,-0.6085416659,0.8466666656,0.9260416655,-0.0529166666,0.7408333324,-0.2116666664,1.0054166654,-0.1587499998
2,EC_004,pre,visual,-0.4762499994,0.44979166610000004,-0.1852083331,-0.7672916657000001,-0.2381249997,-0.4233333328,-0.3704166662,0.7143749991,0.2381249997,-0.1058333332,-0.4233333328,0.793749999,0.0793749999,-0.3704166662,0.0793749999,0.9260416655,1.1641666652,-0.8995833322000001,0.0264583333,-0.3704166662,-0.2116666664,-0.2116666664,-0.4762499994,-0.5291666660000001,0.8466666656,0.2116666664,-0.4233333328,0.0,-0.6614583325000001,-0.5820833326,-0.13229166650000002,0.9524999988,-0.13229166650000002,0.13229166650000002,0.6879166658,-0.1587499998,0.6349999992,0.2910416663,0.1852083331,-0.3439583329
3,EC_005,pre,visual,0.5556249993,-1.2435416651,0.0,0.3704166662,-0.6085416659,0.3439583329,-0.1058333332,-0.5291666660000001,-0.5027083327,-0.6349999992,-0.3704166662,-1.0847916653,-0.3968749995,0.0,-0.8466666656,-0.7408333324,-0.7143749991,-0.8466666656,-0.4762499994,0.2910416663,-0.6349999992,-0.6349999992,-0.5291666660000001,-0.44979166610000004,-1.3493749983,-0.0264583333,-1.5081249981,-1.0583333320000001,-0.26458333300000003,-0.7672916657000001,-1.1641666652,-0.8466666656,-1.7727083311,-0.2381249997,-1.0054166654,-0.4233333328,-1.3229166650000002,-0.8466666656,-1.0318749987,-0.44979166610000004
4,EC_006,pre,visual,0.2116666664,-0.13229166650000002,-0.0529166666,0.5291666660000001,-0.2116666664,-0.8731249989000001,-0.1852083331,0.1058333332,-0.3968749995,-0.1058333332,-0.4762499994,-0.2116666664,-0.2116666664,0.3174999996,-0.6879166658,0.5027083327,0.3439583329,0.3174999996,0.0264583333,-0.8731249989000001,-0.1058333332,-0.4762499994,-0.9524999988,-0.0264583333,-1.0583333320000001,-0.3174999996,-0.6349999992,0.1587499998,0.0264583333,0.0529166666,-0.6349999992,-0.8466666656,-0.5820833326,0.1058333332,-1.0318749987,-0.13229166650000002,1.2435416651,0.1852083331,-0.9524999988,0.0
5,EC_007,pre,visual,0.4233333328,0.2381249997,-0.0529166666,0.1587499998,0.0529166666,0.3968749995,-0.1058333332,-0.1587499998,-0.2116666664,-0.6085416659,-0.5820833326,-0.7672916657000001,0.2116666664,-0.0529166666,-0.1587499998,-0.7143749991,-0.1587499998,-0.44979166610000004,-0.4762499994,-0.4233333328,-0.44979166610000004,0.5820833326,0.0,-0.5556249993,-0.4233333328,-0.1852083331,-0.3968749995,-0.8466666656,-0.2381249997,-0.3704166662,-0.5027083327,-0.5291666660000001,-0.8202083323,-0.9260416655,-0.6614583325000001,-0.793749999,0.1058333332,-0.6349999992,-0.13229166650000002,-1.587499998
6,EC_008,pre,visual,0.6614583325000001,0.0,0.2116666664,0.2116666664,1.2170833318,-0.5820833326,-0.4233333328,1.1906249985000001,-0.8466666656,0.1852083331,0.0793749999,-0.0264583333,-0.26458333300000003,-0.8202083323,-1.4816666648,-1.5081249981,-0.1058333332,-0.2116666664,0.1852083331,-0.3439583329,-0.7408333324,0.2116666664,0.2381249997,-0.5027083327,0.6879166658,-0.0529166666,-0.5556249993,-0.0529166666,0.5027083327,-0.8466666656,-1.0054166654,0.5027083327,-0.2116666664,-0.0793749999,-0.44979166610000004,-0.3704166662,0.0529166666,-0.793749999,0.2116666664,0.3968749995
7,EC_009,pre,visual,0.2910416663,0.13229166650000002,0.2116666664,-0.1058333332,-0.3439583329,-0.2116666664,-0.6349999992,-0.2381249997,-0.6614583325000001,-0.26458333300000003,-0.9524999988,0.0264583333,-0.4233333328,-0.6614583325000001,-0.6879166658,-0.793749999,-0.1852083331,-0.5556249993,-0.7408333324,-1.2699999984,-0.7672916657000001,-0.5556249993,-0.3968749995,-0.7143749991,-0.6614583325000001,-0.26458333300000003,-0.6349999992,-0.793749999,-0.6879166658,-0.6085416659,-1.5345833314000001,-0.5291666660000001,-0.9789583321,-0.8202083323,-0.9260416655,-0.8202083323,-1.2699999984,-0.9524999988,-0.6879166658,-1.0583333320000001
8,EC_010,pre,visual,-0.3439583329,-0.9524999988,0.1587499998,-0.3439583329,-0.5820833326,-0.26458333300000003,0.13229166650000002,-0.7672916657000001,-1.0054166654,-0.6614583325000001,-1.0318749987,-0.44979166610000004,-0.6614583325000001,-0.5027083327,-0.5820833326,-1.0054166654,-1.1641666652,-0.7408333324,-0.1852083331,-0.44979166610000004,-0.5027083327,-0.2116666664,-0.4762499994,-0.5291666660000001,-0.6349999992,-0.793749999,-0.5556249993,-0.8995833322000001,-1.0847916653,-1.7462499978000001,-1.1377083319,-0.4233333328,-1.6668749979000002,-0.7672916657000001,-0.9524999988,-0.6085416659,-1.4287499982,-0.7672916657000001,-0.6349999992,-0.6085416659
9,EC_011,pre,visual,-0.2116666664,-0.3704166662,-0.3704166662,-0.0793749999,-0.0793749999,-0.2910416663,0.0,-0.5556249993,-0.3704166662,0.0,-0.6349999992,-0.44979166610000004,-0.3704166662,-0.3968749995,-0.0264583333,-0.4762499994,-0.2116666664,-0.3439583329,-0.0529166666,-1.0054166654,-0.6349999992,-0.4233333328,0.1058333332,-0.5820833326,-0.6614583325000001,-0.3704166662,-0.0264583333,-0.3174999996,-0.3968749995,-0.793749999,0.1852083331,-0.13229166650000002,-0.7408333324,-0.1058333332,-0.4233333328,-0.1852083331,-0.4233333328,-0.1058333332,-0.3968749995,-0.6085416659
10,EC_012,pre,visual,0.4762499994,0.2910416663,0.1058333332,0.0,-0.1058333332,0.1587499998,0.3174999996,0.3174999996,-0.1058333332,0.2116666664,0.0,0.3439583329,0.1852083331,-0.3704166662,0.2381249997,0.4233333328,0.0,0.5291666660000001,0.0,0.5027083327,-0.1058333332,-0.1058333332,-0.3439583329,-0.1058333332,-0.2116666664,0.2116666664,0.6614583325000001,0.2116666664,-0.0529166666,-0.5556249993,0.1058333332,0.3439583329,-1.2699999984,0.5291666660000001,0.2116666664,0.8466666656,0.0264583333,-0.0793749999,0.5291666660000001,0.2116666664
11,EC_013,pre,visual,-0.3439583329,-1.0054166654,-0.6085416659,-0.2910416663,-0.1587499998,-0.1058333332,-0.13229166650000002,-0.6879166658,-0.3704166662,-0.6349999992,-0.7672916657000001,-1.3758333316,0.3174999996,-0.4233333328,-0.7408333324,-0.5820833326,-0.4233333328,-0.6085416659,0.0529166666,-0.9260416655,-1.2435416651,-0.6614583325000001,-0.8202083323,-0.7408333324,-0.3968749995,-1.1641666652,-1.0583333320000001,-1.0847916653,-1.0054166654,-1.3493749983,-0.5027083327,-0.3439583329,-1.3229166650000002,-0.2116666664,-1.2435416651,-1.2699999984,-1.5610416647,-1.2964583317,-0.1852083331,-1.3229166650000002
12,EC_014,pre,visual,0.1852083331,-0.4233333328,-0.44979166610000004,-0.5556249993,0.2910416663,-0.5291666660000001,0.8466666656,-0.2116666664,-0.13229166650000002,0.44979166610000004,-0.5556249993,-0.2116666664,0.2116666664,-0.3968749995,-0.793749999,0.3704166662,-0.7143749991,0.6614583325000001,0.3439583329,-1.8785416643000001,-2.1166666640000003,-0.6879166658,-0.5027083327,-0.6349999992,-1.0583333320000001,-0.2381249997,-0.7408333324,-0.5820833326,-1.4816666648,-0.7143749991,-0.7143749991,-0.7408333324,0.2116666664,-0.7672916657000001,-0.9524999988,-0.3174999996,-0.7672916657000001,-0.6349999992,-0.8995833322000001,-1.2435416651
13,EC_015,pre,visual,-0.44979166610000004,-0.8731249989000001,-0.8202083323,-1.2699999984,-0.3968749995,-0.4233333328,1.0318749987,0.3439583329,-0.3439583329,0.0529166666,1.0318749987,-0.0793749999,0.1587499998,0.6349999992,-0.9524999988,1.6139583313,0.5556249993,-0.13229166650000002,0.0,0.44979166610000004,1.2170833318,0.3704166662,0.9260416655,0.9260416655,0.7143749991,0.9260416655,1.9843749975,0.6085416659,0.6614583325000001,-0.3968749995,-0.0793749999,0.5820833326,0.1587499998,0.0529166666,0.3439583329,0.6085416659,-1.3758333316,0.3968749995,0.26458333300000003,0.7408333324
14,EC_016,pre,visual,-0.0264583333,-0.2381249997,-0.8995833322000001,-0.9260416655,-2.1960416639,-1.1641666652,-0.5556249993,-0.5556249993,-1.1906249985000001,-1.0054166654,-1.9049999976,-2.4606249969,0.0264583333,-0.2116666664,-1.3229166650000002,-0.5556249993,-0.5820833326,-0.8995833322000001,-0.8202083323,-1.9579166642,-1.2699999984,-2.1695833306,-0.7672916657000001,-1.3493749983,-1.9579166642,-0.5291666660000001,-0.9789583321,-0.0793749999,-0.4233333328,-1.0054166654,-1.4022916649000001,-1.2435416651,-0.9524999988,-1.5081249981,-1.9579166642,-1.0847916653,0.0793749999,-0.2381249997,-0.9260416655,-0.9524999988
