comparison,Cohen's d (mean),Cohen's d (median),d_HDI_2.5%,d_HDI_97.5%,P(|d| > 0.2),P(|d| > 0.5),P(|d| > 0.8)
EC - EO+,1.4478156602272454,1.4464730058238584,0.33155195966438056,2.620518619700136,0.9875,0.95025,0.86975
EC - EO-,2.0519439254365963,2.005384560822905,0.6573713683094667,3.6266836134185927,0.9965,0.98425,0.95875
EO+ - EO-,0.6041282652093509,0.5806796310005762,-0.8741048746581251,2.2593533098202085,0.843,0.619,0.42425
