sim,group,true_beta_state,rec_beta_state,true_beta_obs,rec_beta_obs,true_r_cognitive,rec_r_cognitive,waic
62,EC,1.09082188311987,1.0929811585108922,-1.7396790753586697,-1.5938254997206465,3.8305161402466488,3.7034433326075167,35531.690249114305
62,EO+,0.6156121546934246,0.7660641112739957,-0.47397870173164863,-0.7849169293215288,4.001351397578084,3.8619951426451937,35531.690249114305
62,EO-,0.44108803786723433,-0.028185810680728268,0.1285537405616266,0.2314944438349455,3.760611533328644,4.021465410604305,35531.690249114305
63,EC,1.223219407634014,1.30752831447028,-1.8768411144903179,-1.7727115467654673,4.425844395150069,4.108582420926923,35552.86328101098
63,EO+,0.29377746306663804,0.1173024398097741,-0.06928682328266138,-0.06538940178618811,3.6763883479879,3.5227903410076493,35552.86328101098
63,EO-,0.9157970802891962,0.9990359528021853,-0.2920799607207832,-0.3124229453864538,3.6463712252756255,3.6315225298200007,35552.86328101098
64,EC,0.9143890695932185,0.9202610349842314,-1.4143141124922065,-1.3329344974706703,4.605878158767975,4.095182952422312,35615.04850996737
64,EO+,0.7686798033299104,0.7262925492595933,-0.2489672373045538,-0.2276705192852336,3.7153168150485367,3.7141875035399123,35615.04850996737
64,EO-,0.511526379065606,0.400534559863418,0.20614116783445688,0.37333691850127027,3.73566523730211,3.693691595176202,35615.04850996737
65,EC,0.9190058408476568,0.727460582452861,-1.517056069244243,-1.1572691738096708,4.779312910226197,4.748585669559853,35406.395902081495
65,EO+,0.9319966249243182,0.9049136752438959,-0.8745028479999801,-0.9906349372921153,3.7708822657738743,3.5029359381947454,35406.395902081495
65,EO-,0.4384237138583946,0.6400722491226247,0.018885998261252465,-0.3564334282700474,3.6960189100397387,3.209615039071168,35406.395902081495
66,EC,0.9844761583371621,0.9757094299536513,-1.487572527695307,-1.2993840009575113,3.9610332966325164,3.5279472686933904,35469.5056580739
66,EO+,0.7376215770837001,0.9823666327853098,-0.222501423942007,-0.36054412546584247,3.5135427066125073,3.4585111141733,35469.5056580739
66,EO-,0.48446076710303737,0.3701805805702727,0.017335379354938042,0.24128264835654062,3.8936149472439796,3.8719773880917763,35469.5056580739
67,EC,1.0406851497909735,0.9225952578114278,-1.3908533015807534,-1.0740053292035314,4.47470216726509,4.207551609014548,35356.29617827754
67,EO+,0.5328508849360595,0.3049950642111054,-0.31198417850738186,-0.223484455542396,3.3929307662913297,3.5191406186141325,35356.29617827754
67,EO-,0.4188494014306168,0.10679230698772602,0.10205643592611194,0.35381325112806444,3.7652033905651003,3.2809547662594127,35356.29617827754
68,EC,0.9070994285564286,0.9619381232139979,-1.5804447529139025,-1.5632726822335474,4.435491581613251,4.228105041597132,35369.19059315183
