sim,group,true_beta_state,rec_beta_state,true_beta_obs,rec_beta_obs,true_r_sensory_base,rec_r_obs_base,waic
66,EO+,0.7376215770837001,0.924243810785244,-0.222501423942007,-0.2661928621659712,2.0032162245216885,5.4398663195598616,35577.00726446565
66,EO-,0.48446076710303737,-0.23882029805892932,0.017335379354938042,0.3671826222021396,2.0746228203629933,5.57165471350689,35577.00726446565
67,EC,1.0406851497909735,1.0268863324781106,-1.3908533015807534,-0.7810677338482057,1.5506177089423798,5.647523733338106,35465.99450322193
67,EO+,0.5328508849360595,0.3146918143403917,-0.31198417850738186,-0.2681219400301551,2.0032162245216885,5.491762528276142,35465.99450322193
67,EO-,0.4188494014306168,-0.30030778311362394,0.10205643592611194,0.3644743752277295,2.0746228203629933,5.095588847815207,35465.99450322193
68,EC,0.9070994285564286,1.0637812681802714,-1.5804447529139025,-1.0915869125005933,1.5506177089423798,5.755262650716436,35515.85961992152
68,EO+,0.5074906605992824,0.243566141646409,-0.4275850550262369,-0.2569302166702778,2.0032162245216885,6.03331938684946,35515.85961992152
68,EO-,0.6039709554046302,1.0780003821489101,0.11608788070880142,-0.26080758088015,2.0746228203629933,4.723893037599701,35515.85961992152
69,EC,1.08315353568485,1.1448000126519868,-1.743457705054085,-1.0022952068265987,1.5506177089423798,5.564064552580445,35548.74935372111
69,EO+,0.47809262844594036,0.3394583768708661,-0.3655363182196013,-0.2634668460902084,2.0032162245216885,5.615030737718946,35548.74935372111
69,EO-,0.35344563210516,0.709357991910879,0.1551819028638455,-0.036062079485630505,2.0746228203629933,5.512541333923581,35548.74935372111
70,EC,1.1781018253585271,1.1135170768539724,-1.6358292092092632,-0.8206309971994317,1.5506177089423798,5.574111506870032,35638.211765694316
70,EO+,0.3757739155122083,0.3963127998921417,-0.4095500057173518,-0.36428060275150725,2.0032162245216885,5.580326892376345,35638.211765694316
70,EO-,0.40053894882513347,-0.03249764850221956,0.2539268388040133,0.3879209889524686,2.0746228203629933,5.591568254097821,35638.211765694316
71,EC,0.9888758339901352,0.9592986402127619,-1.2819202532007057,-0.8225924882211917,1.5506177089423798,5.776982029307717,35598.3310464758
71,EO+,0.6536066186947854,0.2777013174221198,-0.2970205621464389,-0.030741919625307944,2.0032162245216885,5.553596626996033,35598.3310464758
71,EO-,0.24617357471620693,0.04273186995807944,0.1005938757938524,0.07604607792237492,2.0746228203629933,5.621566661288129,35598.3310464758
72,EC,1.0424138696269494,1.1025034932587108,-1.6587834849727154,-1.1713768161105742,1.5506177089423798,6.096933364049926,35847.87373726647
72,EO+,0.7572504647309359,0.6314400125918607,-0.637648176466647,-0.4415123194098342,2.0032162245216885,5.962743034094349,35847.87373726647
72,EO-,0.7478852083073597,0.38855888853232007,0.08156695769714538,0.19053849807469234,2.0746228203629933,5.588380820935738,35847.87373726647
73,EC,1.0516057894320652,1.2524756243939108,-1.533097622444164,-1.1983634989211094,1.5506177089423798,5.788508010774859,35312.47277392214
73,EO+,0.5165924422862659,0.4520730235742719,-0.17849591341558022,-0.28604430587906293,2.0032162245216885,5.5406294052016545,35312.47277392214
73,EO-,0.6781589051515187,0.8320328082931367,-0.26105190460626476,-0.46791762891208377,2.0746228203629933,4.705669544867478,35312.47277392214
74,EC,1.2022174065927922,0.9986556246224298,-1.7711069544839713,-0.8169079235396176,1.5506177089423798,5.778199324977305,35483.757331362336
74,EO+,0.55619931611449,0.5013612582106577,-0.21069277903931183,-0.14179724899840096,2.0032162245216885,4.970697269205607,35483.757331362336
74,EO-,0.6578098822538414,0.9902412054520663,-0.07942768849964353,-0.23707961344423423,2.0746228203629933,5.593455268855417,35483.757331362336
75,EC,1.1489552500135705,1.2809348845745956,-1.6652065721788192,-1.2069751890775549,1.5506177089423798,6.165912475305802,35661.36102272741
75,EO+,0.6319473635950247,0.6653339038076844,-0.3668034467223249,-0.34101771377884016,2.0032162245216885,5.560935381535909,35661.36102272741
75,EO-,0.19364836852211725,-0.30735205858925735,0.16048048293750175,0.2421492328793404,2.0746228203629933,5.20995076958225,35661.36102272741
76,EC,1.156539744647976,1.2949939789178515,-1.6749990004345188,-1.1394880145163118,1.5506177089423798,5.802230233555361,35649.31884636216
76,EO+,0.25267410455054734,0.1914920664610923,-0.06120208835610533,-0.15348691874138798,2.0032162245216885,5.721897276432047,35649.31884636216
76,EO-,0.41270277887417367,-0.06100504311254787,0.09294632530711616,0.31847786345927814,2.0746228203629933,5.164483504778828,35649.31884636216
77,EC,1.1728654184711746,1.173636055732164,-1.7134291715309553,-1.1940532882353594,1.5506177089423798,5.376933576160532,35523.00799843139
77,EO+,0.7136137670581044,0.643729969529114,-0.5506520459947805,-0.4834354688198733,2.0032162245216885,5.327296257935011,35523.00799843139
77,EO-,0.6002060986499255,0.2632986798815091,0.12716146013384505,0.2324829127885628,2.0746228203629933,5.888653210094747,35523.00799843139
78,EC,1.1406294771059313,1.1048261251180622,-1.7007513699780203,-1.1989627762098223,1.5506177089423798,6.068008230677046,35595.335569816554
78,EO+,0.5070401855368156,-0.014866994951996552,-0.36289831071673656,-0.0046606006953789254,2.0032162245216885,5.5652848049202905,35595.335569816554
78,EO-,0.7367232248547063,0.7863637266427923,-0.11895238267240663,-0.06546327098014842,2.0746228203629933,5.33305750211075,35595.335569816554
79,EC,1.126928173253911,1.3063257990655281,-1.3757296257450016,-1.2720000275346588,1.5506177089423798,5.723660304059789,35741.55081307299
79,EO+,0.9069943352588502,0.8005988004489392,-0.8783158349850285,-0.6009279143464028,2.0032162245216885,5.464022686739669,35741.55081307299
79,EO-,0.8106534428705436,0.660121671779118,-0.26333568706141314,-0.0671979793906511,2.0746228203629933,6.040357891321325,35741.55081307299
80,EC,1.0246248575020438,1.144453308862369,-1.5254511226435354,-1.251571359962285,1.5506177089423798,5.695051991156941,35387.590012146466
80,EO+,0.59114808546703,0.4404601093708032,-0.13129258822972267,-0.0786308109181436,2.0032162245216885,4.873052612571636,35387.590012146466
80,EO-,0.46744555692887213,0.9683171189506024,0.08918124990579852,-0.33419120220909904,2.0746228203629933,5.529071318085856,35387.590012146466
81,EC,1.0181127690838558,0.9904591935358475,-1.7208364563906342,-1.0981039575352374,1.5506177089423798,5.494380304657967,35696.1636259037
81,EO+,0.8372827774064899,0.4101527419447021,-0.6585797532589848,-0.30057126499734843,2.0032162245216885,6.128762193588363,35696.1636259037
81,EO-,0.520809244636889,0.9127131335498684,-0.011024893030486645,-0.43937296952801214,2.0746228203629933,5.9817399208749595,35696.1636259037
82,EC,1.0174755535096156,1.0055305336750102,-1.533173828720546,-1.1001918977474379,1.5506177089423798,5.775097306826762,35595.88073103047
82,EO+,0.8454280920635796,0.5593554405226674,-0.6325818501515644,-0.26843952664976,2.0032162245216885,5.553519407646647,35595.88073103047
82,EO-,0.672634722472754,-0.39384235680583274,-0.1663250601740458,0.39311390923075185,2.0746228203629933,5.409203146338622,35595.88073103047
83,EC,1.020855008266404,0.7038513270198792,-1.5404692863468845,-0.7117572499882728,1.5506177089423798,6.332259960382467,35616.05177366838
83,EO+,0.42022332025855197,0.295311233795221,-0.3829526114775796,-0.1551941519544651,2.0032162245216885,5.777033782116354,35616.05177366838
83,EO-,0.5242452615668036,1.0282177673890724,0.048180334318984046,-0.41738528488134274,2.0746228203629933,5.019649722018645,35616.05177366838
84,EC,1.1215365759129425,1.3015219132825415,-1.5840356836272282,-1.1473666794527002,1.5506177089423798,5.851274627118514,35777.89176915903
84,EO+,0.4829354834147871,0.3300564752624764,-0.39808814155632805,-0.288224678335791,2.0032162245216885,6.0624273864869345,35777.89176915903
84,EO-,0.29426427315533876,0.7989795562815891,0.1614026634180287,-0.15403824487829199,2.0746228203629933,5.475560737758636,35777.89176915903
85,EC,1.3496093963276945,1.4965850674781587,-1.9695340147520009,-1.358816889354725,1.5506177089423798,6.5512703981600104,35818.037444610854
85,EO+,0.8652768426085247,0.8125484430873733,-0.5201476917447408,-0.40414325327582096,2.0032162245216885,5.353841123636839,35818.037444610854
85,EO-,0.6063280876536549,0.19123683394545637,0.04892517196333826,0.23184244301174878,2.0746228203629933,5.129718460127085,35818.037444610854
86,EC,1.068892398921468,1.1745516706789338,-1.3598958674401609,-0.9935433518900392,1.5506177089423798,5.9923478128361864,35760.697827660726
86,EO+,0.5823033409605388,0.49761063869008315,-0.43737786233282183,-0.2991731784527732,2.0032162245216885,6.0324452194591025,35760.697827660726
86,EO-,0.5312653079323245,-0.48874823198046247,-0.14042125146827752,0.3026481608056001,2.0746228203629933,5.257040914016445,35760.697827660726
87,EC,1.051086419769714,1.0768178658498535,-1.8046287869472974,-1.0914200324078225,1.5506177089423798,5.744326014960756,35465.53089081334
87,EO+,0.6514314647132826,0.7574793233325876,-0.47428551034505234,-0.46825168642187304,2.0032162245216885,5.265746921633251,35465.53089081334
87,EO-,0.2898474347473437,-0.20402532706032073,0.24978009075667587,0.30561007337164714,2.0746228203629933,5.567924171402108,35465.53089081334
88,EC,0.9576420848903868,1.0266100267823792,-1.659814330642597,-0.8591493213394357,1.5506177089423798,5.851247409943305,35631.59304124095
88,EO+,0.3244610354817025,0.13711856138205156,-0.1720275736538232,-0.1689464443749792,2.0032162245216885,5.987910058516843,35631.59304124095
88,EO-,0.6086895590624586,0.6333634653990745,-0.03430412220616208,-0.07220548671187291,2.0746228203629933,5.291428562145642,35631.59304124095
89,EC,1.0847249924254085,1.205347363757683,-1.3799674592615319,-1.1130830670454808,1.5506177089423798,5.8391457637320645,35759.73865557421
89,EO+,0.5872306903528395,0.5356736766173993,-0.3890104694698654,-0.36488704033849784,2.0032162245216885,5.778485528616107,35759.73865557421
89,EO-,0.8913221634396732,1.0720189318981856,-0.3484345376844178,-0.5165132246021948,2.0746228203629933,5.615784319479131,35759.73865557421
90,EC,1.0184004401925695,1.1214711280951106,-1.3889242618255566,-1.1274126847517087,1.5506177089423798,5.474599039495059,35403.58046997688
90,EO+,0.7726063054698362,0.7084545304851384,-0.5287082793449351,-0.2629436338816845,2.0032162245216885,5.0894232419019865,35403.58046997688
90,EO-,0.45714455158833467,0.339284088500477,-0.11933856384252017,-0.1254260241758716,2.0746228203629933,5.813112709392152,35403.58046997688
91,EC,1.1043868089751119,1.0003552148542174,-1.6881026225948206,-0.9829878596639121,1.5506177089423798,5.9978159366405,35751.753684508374
91,EO+,0.6998157102030946,0.5531663156607154,-0.3552916033867057,-0.2898952939274373,2.0032162245216885,5.708570423209985,35751.753684508374
91,EO-,0.3577616262774312,0.35457157782735743,-0.006779336530124615,-0.010343100498872368,2.0746228203629933,6.087162779199442,35751.753684508374
92,EC,1.0373809257324305,0.8954606308786468,-1.356753608275602,-0.9140345337948232,1.5506177089423798,6.045873574364247,35415.425762126324
92,EO+,0.5650678612867002,0.45530655633057204,-0.37854658410208786,-0.5148300654219089,2.0032162245216885,5.416432065334856,35415.425762126324
92,EO-,0.5041106523143913,0.36802090538901244,0.14219348722552405,0.13252371861189033,2.0746228203629933,5.3540179160060735,35415.425762126324
93,EC,1.176915122142058,1.3478212424044738,-1.835606967759514,-1.2673278664425658,1.5506177089423798,5.549165243453617,35839.933165570306
93,EO+,0.6198254060692695,0.5107308246026201,-0.7722563706014355,-0.4534381417574277,2.0032162245216885,6.09148007798609,35839.933165570306
93,EO-,0.206508721779389,-0.4770049585349633,0.37356960083784796,0.528886335966551,2.0746228203629933,5.367103336208364,35839.933165570306
94,EC,0.9713568109390633,1.218253725934379,-1.523662519118202,-1.1915773020587341,1.5506177089423798,5.081625787685359,35270.99817453835
94,EO+,0.5276813753287687,0.5142710100248504,-0.25901142963894785,-0.19357785209335854,2.0032162245216885,5.1475857025537675,35270.99817453835
94,EO-,0.29361880655308137,-0.6433467563602903,0.19014261420939388,0.5164901204702337,2.0746228203629933,4.878224950276077,35270.99817453835
95,EC,1.1352605913144755,1.3623048152974169,-1.7100755351258348,-1.355581433933093,1.5506177089423798,5.423484969753132,35713.92191442846
95,EO+,0.7055836252071691,0.6577282113480041,-0.8513893021151973,-0.5042503470548323,2.0032162245216885,5.53596361550721,35713.92191442846
95,EO-,0.7459508189810241,0.4769480281225754,-0.1722538436050012,-0.07507621563991357,2.0746228203629933,6.10774607439911,35713.92191442846
96,EC,1.1055311134509842,1.1788152321260066,-1.5975882375269732,-1.296821671604755,1.5506177089423798,6.171363375616039,35736.3403162004
96,EO+,0.583989179824829,0.4195569108000735,-0.28068534125757233,-0.22447217671965425,2.0032162245216885,5.484086941075439,35736.3403162004
96,EO-,0.5927170778048543,0.6464245244839653,0.05899181121774659,0.06816011011110448,2.0746228203629933,5.806415091950384,35736.3403162004
97,EC,1.0920918834441538,1.224756006786253,-1.3624574142377095,-1.1463826123757035,1.5506177089423798,6.179134334502196,36072.113637731934
97,EO+,0.6791669290635481,0.5011827566404031,-0.42723487519658726,-0.2475470950405761,2.0032162245216885,6.022086772673935,36072.113637731934
97,EO-,0.5143017396164125,-0.2734252682297845,0.008375289660732073,0.25126833871960963,2.0746228203629933,5.990403960038712,36072.113637731934
98,EC,1.092828053527026,1.0251353923448936,-1.6391439193718376,-0.9485670202756618,1.5506177089423798,6.08334710773717,35836.77916304968
98,EO+,0.5791331715779121,0.1975975177897672,-0.4702633872088224,-0.20283276857373844,2.0032162245216885,5.855080818604003,35836.77916304968
98,EO-,0.6068720445769489,0.4211440064034031,-0.06370415059321845,0.00778847805957681,2.0746228203629933,6.049700471659496,35836.77916304968
99,EC,1.151174026716679,0.8471579673127276,-1.6253532856331452,-0.7139428471931883,1.5506177089423798,5.410721246568942,35286.71093306539
99,EO+,0.7846254067873445,0.6284452592598805,-0.772664145107618,-0.5012604225384812,2.0032162245216885,5.491573294318874,35286.71093306539
99,EO-,0.46900671085829926,-0.1717038046824385,0.047009359363730185,0.3031540335673861,2.0746228203629933,5.10728217190511,35286.71093306539
100,EC,1.1801160955220042,1.3547597488542453,-1.7198457474474356,-1.526651488899621,1.5506177089423798,5.9030664641930315,35718.41459820837
100,EO+,0.8031608796308667,0.6222033939887972,-0.7001676958309787,-0.5426278683474259,2.0032162245216885,6.3835915046011635,35718.41459820837
100,EO-,0.3969501318796017,-0.4946943664791469,0.09401101186804117,0.41824461943145097,2.0746228203629933,4.816148285549026,35718.41459820837
101,EC,1.0424763494040221,1.261850492242675,-2.0726401191924433,-1.5264812613392789,1.5506177089423798,5.963003206606459,35594.34637524512
101,EO+,0.6237223243710163,0.4084229768193931,-0.7399065728132623,-0.31893145921119453,2.0032162245216885,5.633550978502067,35594.34637524512
101,EO-,0.33457901973077214,-0.491409311408344,0.06185364575358527,0.3211378469414067,2.0746228203629933,5.353609437928187,35594.34637524512
102,EC,0.9696451945754666,0.7959499496826624,-1.6624320442207403,-0.7590016056473461,1.5506177089423798,5.720044084436431,35487.150871169906
102,EO+,0.8114018676442206,0.8728477067820145,-0.6683546901840142,-0.7219527849538906,2.0032162245216885,6.160838083301195,35487.150871169906
102,EO-,0.010748517717104559,-0.015571016099016777,0.3844695738173288,0.37353087691634684,2.0746228203629933,4.772967031435227,35487.150871169906
103,EC,1.1687407328952841,1.1044002783843467,-1.6063548745496774,-0.7685109872702187,1.5506177089423798,5.536506652517264,35700.17018792794
103,EO+,0.7551847983152867,0.3097640177498147,-0.44445434751906737,-0.204531123984071,2.0032162245216885,5.74496838336062,35700.17018792794
103,EO-,0.4894684382476565,0.9083454707746828,0.018382035545304563,-0.3755267212940815,2.0746228203629933,5.760359413089063,35700.17018792794
104,EC,1.055398069693997,1.2507158131067693,-1.370936472954438,-1.0278115972317343,1.5506177089423798,5.824982168756799,35955.84733449004
104,EO+,0.7017837167652216,0.6931850495643761,-0.4155536591296648,-0.3089493935159654,2.0032162245216885,6.254709449507403,35955.84733449004
104,EO-,0.542204552526349,-0.5863305320344022,0.03458004779975735,0.5512306814563338,2.0746228203629933,5.062998642374799,35955.84733449004
105,EC,1.0506839673171038,1.0384952610713931,-1.8132541966421956,-1.2663330936305477,1.5506177089423798,6.11978165738587,35521.21214967911
105,EO+,0.7158944148432623,0.40059647179872626,-0.6044770084770212,-0.17472410187081222,2.0032162245216885,5.609224935246302,35521.21214967911
105,EO-,0.5672229516216253,0.23326533083429402,0.024097003200316824,0.12175951652846848,2.0746228203629933,5.346376280297988,35521.21214967911
106,EC,1.1146347270459376,1.057363822767765,-1.531278108350349,-0.9364809603865207,1.5506177089423798,5.678191270824791,35285.909603773354
106,EO+,0.7416884666229946,0.4004819153950272,-0.6056342177346709,-0.48007949261768657,2.0032162245216885,5.448486638316698,35285.909603773354
106,EO-,0.6486190762804441,0.42742703662745607,-0.2042305848634454,-0.06265253051869499,2.0746228203629933,5.1725802421090235,35285.909603773354
107,EC,0.8976703079088508,1.1381730031301536,-1.3493700689249262,-0.8258817729542194,1.5506177089423798,5.224416939294969,35554.50768265969
107,EO+,0.9043041318299547,0.6884852764058564,-0.40928132507216747,-0.18325327171697248,2.0032162245216885,5.47510216582847,35554.50768265969
107,EO-,0.6115128297703937,0.7920341145404075,-0.028065586733778482,-0.25942494348567546,2.0746228203629933,5.600548663804174,35554.50768265969
108,EC,1.178088141265316,1.1598900225283053,-1.7680526183968974,-1.214674529317859,1.5506177089423798,5.522558745698092,35557.095926828246
108,EO+,0.6125726896189143,0.3433586658503402,-0.3775225586429543,-0.18188207361328768,2.0032162245216885,5.597848993610841,35557.095926828246
108,EO-,0.6737671510360753,0.5437023080860626,0.017547096135590547,0.11202508481178913,2.0746228203629933,5.611530997862069,35557.095926828246
109,EC,1.263658666684112,1.266099540104421,-1.5997940849622259,-0.8990845260408467,1.5506177089423798,5.380398189498822,35612.346734732935
109,EO+,0.7408592934967259,0.564398314572377,-0.37944689708398527,-0.2969097983015168,2.0032162245216885,5.62887838249722,35612.346734732935
109,EO-,0.7252346210586084,0.9244022361699614,-0.23390028431780988,-0.4032863274312579,2.0746228203629933,5.520875716239999,35612.346734732935
110,EC,1.1432932856709463,1.2794949225584529,-1.7268333775033702,-1.3031313687497912,1.5506177089423798,5.692131029439533,35468.589073333555
110,EO+,0.5121019215705233,0.5378345027001884,-0.3285438194719748,-0.22299952784271915,2.0032162245216885,5.59601731779788,35468.589073333555
110,EO-,0.6332459659298785,0.6882860411228624,-0.002276659029775424,-0.16035047500634864,2.0746228203629933,5.103778272346261,35468.589073333555
111,EC,1.0673224936436825,1.0173447047764892,-1.8287097266827899,-1.0531163730788506,1.5506177089423798,5.805936978977337,35513.069982272486
111,EO+,0.7841862340181445,0.8024914337589025,-0.6080076574213207,-0.31402768050443153,2.0032162245216885,5.806659593371011,35513.069982272486
111,EO-,0.41983531412794045,-0.6751697484102284,0.024432914120399826,0.4341205128229131,2.0746228203629933,4.650968098108279,35513.069982272486
112,EC,1.1949195473097514,1.1567334473073467,-1.819884464580785,-1.0974003429437542,1.5506177089423798,5.628363487881993,35492.75312204151
112,EO+,0.6054599363666935,0.2281410186918561,-0.37972816597182135,-0.18399762313654183,2.0032162245216885,5.877298925795813,35492.75312204151
112,EO-,0.32256434681385554,-0.4191371483098459,0.16497902517417107,0.4617674538827373,2.0746228203629933,4.689458512914362,35492.75312204151
113,EC,1.0287763705777404,1.145027172733982,-1.3918922383684513,-1.1765985242805446,1.5506177089423798,6.183779983233578,35788.991064184025
113,EO+,0.6089739271585947,0.3382172306912316,-0.4843592363185854,-0.25544689408547505,2.0032162245216885,5.858467418654625,35788.991064184025
113,EO-,0.34223428382540444,-0.663189810809981,0.017531213449941064,0.23747336832490773,2.0746228203629933,5.644743831894866,35788.991064184025
114,EC,1.1488045550359451,1.2391450460834925,-1.553474319883249,-1.2939584722073612,1.5506177089423798,6.515485266932465,35761.79049222857
114,EO+,0.8124715016883415,0.378879766794457,-0.5025104704359815,-0.19914313561303332,2.0032162245216885,5.627053040412354,35761.79049222857
114,EO-,0.1779311332362794,0.23937058544800766,0.190142088681533,0.03196896957933014,2.0746228203629933,5.543982421480117,35761.79049222857
115,EC,1.16747831471987,1.1860086550196,-1.9843370427249196,-1.093649645909459,1.5506177089423798,5.592943931453384,35644.71421895588
115,EO+,0.43482988358513086,0.5781222777734338,-0.23045798593622782,-0.3518488313091549,2.0032162245216885,5.829685563097878,35644.71421895588
115,EO-,0.6836247891565969,-0.3183961984876874,-0.06716494563006183,0.33924237246143785,2.0746228203629933,5.399377386735331,35644.71421895588
116,EC,1.192076478915023,1.165680217115252,-1.8399269921957546,-1.0812946006306619,1.5506177089423798,5.517624776517733,35433.187369142935
116,EO+,0.2977027060644687,0.28692347183444156,-0.39972487027040093,-0.468025488828263,2.0032162245216885,5.626851911578685,35433.187369142935
116,EO-,0.6685261052018668,0.05454059274300978,0.0896039181361764,0.33091524967127706,2.0746228203629933,5.336143307032318,35433.187369142935
117,EC,1.160771664208319,1.3411697555033013,-2.1040614585928616,-1.6490176535572467,1.5506177089423798,5.446279452161887,35331.134107115504
117,EO+,0.7031078943002471,0.6058891438938254,-0.5621864351805006,-0.4381377340091388,2.0032162245216885,5.138106731538736,35331.134107115504
117,EO-,0.4256688490262402,1.044464883326703,0.10179272246997191,-0.4317581833885292,2.0746228203629933,5.273693051951055,35331.134107115504
118,EC,1.1324180635065157,1.1665129271798274,-1.766436882778308,-1.2286331856642918,1.5506177089423798,5.951075863132708,35487.363469058495
118,EO+,0.6957237175284703,0.45195503931676007,-0.702952057799316,-0.25960375789123646,2.0032162245216885,5.503558244175569,35487.363469058495
118,EO-,0.32839743100027696,0.6311702504864984,0.1919350173207316,-0.043421607916035276,2.0746228203629933,5.06447842623467,35487.363469058495
119,EC,1.0615510064432458,1.1152954202095047,-1.417748875514177,-1.047968968245061,1.5506177089423798,6.341308106472429,35740.61195661913
119,EO+,0.6714639540806401,0.5043983714402156,-0.3325997469893887,-0.2092096133209283,2.0032162245216885,5.2967991319521746,35740.61195661913
119,EO-,0.6242257330834848,-0.13388931326638967,0.1741632501038357,0.45587439360355203,2.0746228203629933,5.365327593983413,35740.61195661913
120,EC,1.0305331318472262,0.9476187678012996,-1.5944944165331756,-0.9802255568810614,1.5506177089423798,5.908742706713976,35665.42346522058
120,EO+,0.7615636003720725,0.3952320897521964,-0.4981884332090245,-0.24768630043155881,2.0032162245216885,5.771086450871767,35665.42346522058
120,EO-,0.5625566468157733,0.8479669262837346,-0.08694418903238128,-0.3781315365760849,2.0746228203629933,5.856230841139788,35665.42346522058
121,EC,1.0266411053680777,1.3686210387266518,-1.4855868350270116,-1.3176822550480798,1.5506177089423798,6.2772310345552125,35936.316105118625
121,EO+,0.6880239146618037,0.2209327637780245,-0.40146932303403093,-0.22033030297820014,2.0032162245216885,5.735190405166557,35936.316105118625
121,EO-,0.828532693375327,0.892661595013752,0.06654403714233438,-0.15461194478610474,2.0746228203629933,5.820092836942438,35936.316105118625
122,EC,1.0978563799975336,1.1341007358671504,-1.7493561997015354,-1.347476242886923,1.5506177089423798,6.175934899059987,35575.20935026872
122,EO+,0.6699499038105194,0.34001097315000106,-0.4899709516293077,-0.3673165662792848,2.0032162245216885,5.471589069494467,35575.20935026872
122,EO-,0.7264178644067031,1.0795909688333198,-0.10876962993692882,-0.43036291132725657,2.0746228203629933,5.359426756432023,35575.20935026872
123,EC,1.0917069776611554,1.2232569642737778,-1.643226722053989,-1.1532538280894564,1.5506177089423798,5.431314432102857,35473.04191801079
123,EO+,0.48344679843131877,0.1841355181428423,-0.4563561510241043,-0.24090046044515434,2.0032162245216885,5.592963316023251,35473.04191801079
123,EO-,0.47272322210756773,-0.29059494587161094,0.2594527233309901,0.5538204854000544,2.0746228203629933,4.967898087625114,35473.04191801079
124,EC,1.2689221878339438,1.2685970575227836,-1.6986947093991724,-1.214707818432997,1.5506177089423798,5.323248340065641,35465.739908620606
124,EO+,0.481017981459739,0.37105139821587385,-0.39942269561356547,-0.36761089089142385,2.0032162245216885,5.6756967955482,35465.739908620606
124,EO-,0.5342424253351554,0.16603201813196058,0.07005698405986623,0.2207875391546734,2.0746228203629933,5.375320909762436,35465.739908620606
125,EC,1.015885468580393,1.2972246063323603,-1.479878421499888,-1.2529147536337657,1.5506177089423798,5.312472838639971,35574.63710722323
125,EO+,0.7982153734263466,0.633915793745609,-0.488716877361952,-0.45461950393020095,2.0032162245216885,5.342421401028902,35574.63710722323
125,EO-,0.32210588694741654,-0.24441309823345486,0.028870649226053778,0.19125552473309793,2.0746228203629933,6.0514647718405215,35574.63710722323
126,EC,0.9153018385577778,1.0615361848336033,-1.194797010012593,-0.8281063918459999,1.5506177089423798,5.914465038176803,35609.05520458369
126,EO+,0.6860268119524222,0.6258828236924285,-0.7262861404001401,-0.5583746280499041,2.0032162245216885,5.260348092584593,35609.05520458369
126,EO-,0.7395171009075374,0.9751859306185415,-0.1370400601744988,-0.3498500817974819,2.0746228203629933,5.6930000684290345,35609.05520458369
127,EC,0.9133398391818911,1.060711475885074,-1.4634245788536575,-1.0891919191014972,1.5506177089423798,6.212834331574608,35676.854632632036
127,EO+,0.5640095089596853,0.15906123034779696,-0.38039509639222696,-0.12686925261438814,2.0032162245216885,5.685318309119425,35676.854632632036
127,EO-,0.762388265326562,0.867243997326431,-0.020497296285483798,-0.22183997820415263,2.0746228203629933,5.358636546210308,35676.854632632036
128,EC,1.0145901941018618,1.0571836861645663,-1.3319215825050534,-0.8388374828882783,1.5506177089423798,5.309924690687211,35620.04929654173
128,EO+,0.7782152432299368,0.49090455354886564,-0.3197148969719103,-0.045816024801043756,2.0032162245216885,5.608793717803589,35620.04929654173
128,EO-,0.44454571344395816,-0.12286341668406212,0.1305694381060595,0.32711243267462653,2.0746228203629933,5.464853509211506,35620.04929654173
129,EC,1.0365258524367271,1.068421457404921,-1.27069931415053,-0.7585612761362033,1.5506177089423798,6.22715004878308,35692.43706118746
129,EO+,0.6034281972793786,0.30953525958707173,-0.4797933553965645,-0.18121657683418302,2.0032162245216885,5.275404330553309,35692.43706118746
129,EO-,0.45590750098486443,-0.10954764520012103,-0.04609035742172231,0.16609401712956862,2.0746228203629933,5.736808292147039,35692.43706118746
130,EC,1.138226954556982,1.452043589703862,-1.351060816120523,-1.147114512138692,1.5506177089423798,5.893135516022656,35900.47084381527
130,EO+,0.6905432535732998,0.569975987746676,-0.10355893757827643,-0.1245635712267054,2.0032162245216885,5.315684810124434,35900.47084381527
130,EO-,0.0702791812325763,0.059334418644547526,0.26910220941134017,0.21824487598216885,2.0746228203629933,5.946120054592507,35900.47084381527
131,EC,1.1442908642957927,1.2810645387624868,-1.792642451516435,-1.0920707773716833,1.5506177089423798,5.713844390324109,35603.180506765275
131,EO+,0.4320298013310913,0.33064441437551456,-0.5028997366992269,-0.3782772212294556,2.0032162245216885,5.6218114748929295,35603.180506765275
131,EO-,0.09364216520932642,0.025105488381907178,0.24452868980878015,0.21489279860621052,2.0746228203629933,5.553343217153656,35603.180506765275
132,EC,1.0411604205222993,1.2745930443949627,-1.832338880179252,-1.4433182788716512,1.5506177089423798,5.093061123421638,35606.44950737346
132,EO+,0.7093114700584713,0.43324015632077195,-0.7253302658037707,-0.38098220160685503,2.0032162245216885,5.8061409366900065,35606.44950737346
132,EO-,0.6669775033311307,-0.2328945042030504,0.04737002740491617,0.37634701989524655,2.0746228203629933,5.8968121807700955,35606.44950737346
133,EC,1.0715777241797202,1.0753667198830348,-1.406814746546789,-0.9029735999511093,1.5506177089423798,5.614909039221377,35607.24674733053
133,EO+,0.6466570004755475,0.34027856325933237,-0.45617915529952124,-0.39760143556611605,2.0032162245216885,5.969803302778319,35607.24674733053
133,EO-,0.19424717888785548,-0.36566235173750505,0.1932597080334859,0.36409841239478835,2.0746228203629933,5.1840617065519705,35607.24674733053
134,EC,0.9789889973705566,1.028228802357118,-1.6362224083115104,-1.254803305477854,1.5506177089423798,5.7234369899005095,35750.767907748705
134,EO+,0.6475086235221483,0.5182097466090648,-0.47977588208731803,-0.2368747830147146,2.0032162245216885,6.31401460704887,35750.767907748705
