ID,group,precision_pre,log_precision_pre,precision_post1,log_precision_post1,delta_pi,delta_log_pi,openloop_var_post1,openloop_sd_post1,openloop_mean_post1,visual_var_post1,visual_sd_post1,visual_mean_post1
EO-_008,EO-,0.2656859573620539,-1.3254402790919668,0.3462240349415477,-1.0606692136309201,0.08053807757949377,0.2647710654610467,1.2234586720196556,1.106100660889259,0.252677083015,0.15000628720994985,0.3873064512888339,-0.42399479113250005
EO-_009,EO-,0.6244495831128374,-0.47088468428022007,0.6832685598688011,-0.380867290446591,0.0588189767559637,0.09001739383362906,0.4395334679708171,0.6629732030563656,0.13030729150249998,0.05875652737932919,0.24239745745227856,-0.2745052079875
EO-_010,EO-,0.4155543107580534,-0.8781419614162759,0.44046319941443696,-0.819928379855301,0.024908888656383577,0.05821358156097489,0.9657255778006058,0.9827133752018468,-0.0694531249125,0.16104543314901504,0.40130466375188695,-0.21894270805750002
EO-_011,EO-,0.10388997256129172,-2.2644228960128157,0.5080509188921408,-0.6771736023871036,0.4041609463308491,1.587249293625712,1.3676510090350311,1.169466121371214,-0.053578124932500006,0.5705492829451858,0.7553471274488213,-0.41870312447249997
EO-_012,EO-,0.6759893180725743,-0.3915780047318101,0.37631393179732026,-0.9773315589553541,-0.2996753862752541,-0.5857535542235439,1.5545989455130997,1.2468355727653506,0.9128124988500002,2.065980649953746,1.4373519575781522,-1.3559895816249998
EO-_013,EO-,0.419360934353504,-0.8690233113632047,0.32522381606907175,-1.1232416688452966,-0.09413711828443228,-0.254218357482092,1.1317637563853133,1.0638438590250514,0.24473958302500004,0.46247335172711845,0.6800539329546726,-0.44780729110250006
EO-_014,EO-,0.952478618269016,-0.04868762024477313,0.7585494719375822,-0.27634725893542395,-0.19392914633143388,-0.2276596386906508,0.8289191474116965,0.9104499697466613,0.5179218743475,0.13712952734322323,0.3703100421852252,-0.36777083287
EO-_015,EO-,0.43383303254798417,-0.8350955365359188,0.23724302914513978,-1.4386702238199003,-0.19659000340284438,-0.6035746872839814,3.564257962634889,1.887924247059423,0.4874947910525,1.0383618118423448,1.0190003983523974,-0.42333333279999985
EO-_016,EO-,0.5020083780535828,-0.689138470079907,0.5409370038891012,-0.6144524507436735,0.03892862583551837,0.07468601933623353,1.0885562699323503,1.04333900048467,-0.3406510412375,0.4340538333748039,0.658827620379416,-0.4167187494749999
EO-_017,EO-,0.4285132141167774,-0.8474337033409592,0.7849293498334157,-0.24216156546220008,0.35641613571663827,0.6052721378787591,1.2101950932992922,1.1000886751981824,0.34329687456750013,0.3314328557354065,0.5757020546562315,-1.1297708319100004
EO-_018,EO-,0.31516645381247754,-1.1546543549222084,0.3732879102489928,-0.9854052797392888,0.058121456436515284,0.16924907518291954,1.402455730946978,1.1842532376763755,-0.019182291642500012,0.24739129920637945,0.4973844581471957,0.08268229156249998
EO-_019,EO-,0.3424881819951504,-1.071518126998821,0.8638948821394468,-0.14630418177022453,0.5214067001442964,0.9252139452285965,1.226289360336063,1.107379501497144,0.4392083327800001,0.26647421307055613,0.516211403468149,-0.23151041637500006
EO-_020,EO-,0.46855602886430775,-0.7580995924279459,0.7043803314057663,-0.35043682522896275,0.23582430254145853,0.40766276719898314,1.7767083567901705,1.332932240134573,-0.0013229166650000428,0.24181832549023105,0.49175026740229744,-0.355864582885
EO-_021,EO-,0.10643871346544564,-2.2401859198919043,0.5597818336579161,-0.5802081539137397,0.4533431201924705,1.6599777659781645,2.0571421532701755,1.434274085825361,0.009260416655000003,0.8307612487970567,0.9114610517169983,-0.9974791654100003
EO-_022,EO-,0.303161141329626,-1.193490795268954,0.5398864768939265,-0.6163963894990252,0.23672533556430053,0.5770944057699288,1.408899720202465,1.1869708169127264,-0.02579687496750001,1.4852762502361596,1.2187191022693291,-1.7918906227424993
EO-_023,EO-,0.3439483743235757,-1.0672637075118327,0.4333075750463097,-0.8363074681682001,0.08935920072273396,0.23095623934363263,1.5173350967822068,1.2318015655056649,0.31749999959999997,0.34107146612667394,0.5840132413966946,-0.20174479141250004
EO-_024,EO-,0.4344521542398056,-0.8336694571643759,0.7580416605373373,-0.2770169337190211,0.32358950629753175,0.5566525234453548,0.7002300792541593,0.8367975138910005,0.7328958324100002,0.6924322240109424,0.8321251252131151,-0.15147395814250003
